 ITEM: STEP
        52
 ITEM: DT
 0.01
 ITEM: TIME
 0.52
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 19.199772 18.045460 53.898640
 43.803234 94.643448 98.823524
 19.658949 77.032288 53.939678
 14.461504 67.777344 82.456993
  7.788809 66.841324 92.032448
 20.654503 95.890182 38.587753
  5.171943 25.282784 99.503601
 45.521732 70.006180 91.558838
 95.754166 99.991425 97.248474
 27.613121 98.516296 11.041669
 94.530174 32.306648 98.051010
 19.305254 77.753914 99.737984
  3.166202 73.193169 80.964355
 84.482086 82.024345 99.700790
  3.535897  2.184183 34.829418
 66.266838 46.179142 73.422546
 69.083000 24.567701 69.050591
 73.629463 81.291336 91.692856
 57.021915 90.705048 27.207855
 93.577698 99.311050 93.085175
 91.888672 99.549072 71.143852
 91.457306 72.261253 54.722202
 49.219067 82.126060 68.909782
 63.163471 56.843605 95.283432
 45.580765 42.205276 24.631283
 15.541348  7.570725 59.559307
 76.395302 86.007935 99.887970
 98.584793 19.662830 53.787971
 84.988205 12.334618 99.769691
 90.370674 22.202623 53.503384
 49.453808 50.993958 90.260162
 85.990120 10.207743 80.009567
 92.630844 14.125679 40.262863
 35.711143 54.234016 94.870598
 33.409691 94.014252 90.365570
 98.376251  1.685983 53.773727
 48.005863 91.535172 55.037502
 53.908707 77.546425 95.769875
  3.276414 87.894470 96.318665
 58.888367  6.281292 85.497833
 19.044748  3.076854 90.537605
 91.585960  4.230195 83.839874
 67.074997 67.804962 99.724228
 58.399509 59.605286 88.719772
 47.620670 23.833832 69.683243
 34.751541 97.316315 99.445885
 98.615768 98.407486 99.828865
 14.504063 88.225082 83.396782
 42.934868 36.675137 61.979904
 18.879110 84.658821 99.682098
 41.440559 42.293324 64.984039
  9.296855 78.117035 94.887299
 45.064873 71.838333 93.280060
 10.241383 75.179146 98.919769
 81.681152 93.841202 99.517860
 10.459342 84.103935 49.620876
 81.288826 38.196522 94.229416
 86.426559 57.719490 83.305176
  9.015622  7.676529 25.439728
 24.958252  8.720882 60.478054
 18.187197 78.788918 31.214321
 62.535248 89.749756 77.366089
  5.810634 41.178947 44.566517
 66.257584 46.257191 99.901741
 84.999405 74.936546 78.879951
 89.623077 43.078056 58.039082
 72.597939 41.300079 96.495834
  8.087004  2.621088 51.693104
 35.331497 45.651848 99.113708
 50.025146 74.502953 44.062508
 61.426300 50.890373 51.712200
 32.909676  4.722120 77.002411
 25.015827 19.774431 98.808716
 51.903797 16.323917 50.983082
 50.623623 42.582047 57.320618
 43.444744 20.655327  9.655606
 80.067970 49.183773 74.134514
 98.580795 14.922787 99.870117
 17.264668 43.466988 15.581900
 69.478371 29.146536 56.152897
 14.698986 40.543777 62.560322
 18.190193  1.095707 83.188606
 86.219620 41.404926 99.593964
 27.314579 15.691884 76.179123
 28.104588 86.582375 67.781738
 91.914139 33.609829 67.656288
 23.278770 60.343555 31.061340
 20.637688 38.215588 76.189629
 36.986515 99.488914 74.236458
 73.626610 68.841942 43.646149
 20.723743 15.174318 89.087418
 40.689587 18.363482 98.265808
 35.909370 82.052910 73.095543
 43.817581  4.882206 44.995918
  5.643948 11.160676 13.494271
 78.531158  8.975201 99.182053
 68.448952 79.495529 99.826942
 65.146088 86.179199 83.951157
 50.415039 60.208546 62.938702
  8.598095 99.759262 75.455818
