 ITEM: STEP
        90
 ITEM: DT
 0.01
 ITEM: TIME
 0.90
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
  9.120064 34.474762 86.588074
 70.547783 86.784378 99.985603
 18.043112 88.044022 74.359764
  8.616532 30.251778 83.178886
  0.778545 93.220695 99.999763
 15.380360 63.338879 54.451141
 11.043163  8.663175 99.503601
 58.003258 56.318001 99.914803
 97.367386 99.480011 99.026924
 12.885918 95.692902 17.543999
 96.202255 23.500345 98.252335
 18.710232 86.926910 99.886971
 54.978119 60.230743 68.738602
 94.997375 85.659904 99.700790
 10.211935 17.741779 36.845646
 54.162922 56.052555 79.635468
 82.043449 53.025791 88.603462
 38.494423 97.996124 94.287323
 94.645920 92.114914 27.360569
 58.942818 97.836449 99.158051
 99.041214 69.112350 82.624275
 59.016754 61.958183 58.748425
 68.501625 59.115639 99.292213
 50.814510 65.669937 99.874107
 29.877411 56.300316 32.480495
 46.745693 28.212801 86.803673
 57.597038 97.821663 99.694229
 81.736557 11.679082 87.793785
 98.153595 20.850376 99.708542
 89.163170 20.846827 57.247662
 70.967392 19.417824 99.300995
 89.407814 42.575241 90.250015
 82.398224  8.816770 55.556129
 33.657806 77.946846 95.329247
  1.790832 86.309090 99.705627
 81.079224 17.925829 76.227798
 33.750210 96.052078 78.002174
 67.977425 24.958347 99.376404
 29.830311 62.481899 99.985420
 46.494415 10.914734 98.631653
 50.278229 29.091465 95.021461
 84.403908  7.958416 99.543007
  8.839680 57.614769 98.604309
 70.239655 48.238510 88.784714
 62.357151 14.792765 84.432480
  2.087911 86.897072 98.859077
 70.509811 82.019928 99.828865
 13.687074 87.768051 98.768181
 76.470924  6.905382 99.125229
  4.851059 23.944550 35.856567
 18.871971 57.095325 90.440491
 34.072704 55.034138 99.716469
 40.833828 63.121071 99.758408
 23.595261 84.475685 99.622765
 92.606377 91.408218 99.452721
 42.467964 67.950050 64.645386
 96.205116 13.020830 98.739784
 64.812088 66.202278 91.247452
 10.648145 15.103406 31.992432
  0.474331  1.597758 61.223866
  8.625706 49.542961 50.622086
 75.359741 78.971802 84.023453
 17.316368  4.154330 76.715118
 38.649933 46.159393 98.915459
 91.340759 97.165352 98.544411
 80.481415 75.803017 84.626175
 77.338951 77.007126 99.811996
  1.284003 20.260712 84.024071
 52.736374 57.822128 98.929169
 31.716454 67.291847 48.793373
 98.293015 74.274582 56.568020
  6.426918  9.080196 99.538895
 11.760331 12.668511 99.388710
 63.948399 15.110542 67.659683
 14.796082 41.266113 71.909752
 27.488417 19.467102 14.382594
 44.075356 27.908924 80.786949
 77.326691  1.302051 99.274956
 14.869088 15.142096 15.648037
 62.715187 66.600632 75.390862
 13.617577  8.895533 82.573738
 20.330578 34.889786 99.536842
 67.796555 48.782444 99.822556
  1.583029 17.695103 99.065094
 25.730240 55.555168 91.128464
 89.055130 25.926739 79.276451
 22.997768 44.183147 51.164909
  0.420261 11.338341 89.618874
 56.350449 83.325142 99.870956
 51.762230 98.408745 73.980644
  6.297809 10.320674 99.071579
 28.805599 16.877855 99.903732
  6.254144 88.063026 94.996452
 19.812309 24.572229 66.817520
  8.988526 43.942463 15.028005
 97.070122  9.930386 99.773132
 81.064743 83.605682 99.826942
 56.844490 83.838776 99.056007
 26.081310 30.003695 77.106071
 21.369818 99.759262 76.779579
