100
TIME:    5.362, STEP:  5362
H  -33.812336  -45.851307   -0.456460
H  -13.807550   27.095291   31.526833
H    8.594940   35.970860   -5.869752
H    0.082531  -20.601191  -27.407372
H   -4.478909   40.076797  -13.556448
H   -7.753967   -0.544092   49.517563
H  -26.204546   33.763363   39.100952
H  -39.299118   43.255554  -45.908951
H  -12.291122  -48.073620  -31.474049
H  -13.662365    7.177584   19.580530
H  -46.508633   20.118092  -48.162334
H  -19.084763   25.061699  -35.589539
H  -31.905893  -30.237085  -49.682987
H  -24.756310   -1.541779   38.051479
H    6.082268  -44.661045  -24.035147
H  -20.105114  -43.732574  -41.505249
H  -40.207523   33.070438   45.517075
H   10.691913  -24.328165  -17.332180
H    7.787315   20.976608   26.340744
H  -13.469731  -10.618122   34.041969
H  -29.670567  -49.777702  -13.570710
H   47.935486    0.663180  -42.579300
H   -6.676358   -4.065426  -14.306087
H  -46.457462    5.981465  -37.134731
H  -17.882215  -39.653770    3.690845
H   -2.279485  -14.781583  -47.017727
H  -43.115746  -20.785030    9.921545
H  -42.187733   23.338125   16.528143
H   10.872547   45.363258  -23.634344
H   19.171511  -12.375774   39.747543
H   19.678911   44.835159  -39.558380
H   31.569853  -13.813539  -46.287170
H   35.220085  -36.581402   45.044014
H   21.126812  -45.821507  -21.063196
H  -12.429567  -37.797012   30.445147
H   43.463337   39.162941   -1.572440
H   47.955990  -18.312246   39.397373
H  -20.665073   -9.151060   35.282639
H  -21.106050  -10.892930  -48.452721
H  -47.094147  -46.809113   39.339157
H  -34.170601   17.155046   11.778983
H  -44.938503   22.440813   23.487814
H    4.306315    2.998700   36.115097
H  -31.925880    8.392767   48.886547
H  -43.371128  -19.726604   42.787525
H   -6.452225    9.535112    2.031270
H    3.908622   27.192734    4.801971
H    0.027496    5.148106   30.936951
H   14.614466  -41.408829  -19.945919
H   10.486624    7.610305  -34.969582
H   -0.036605  -48.272861    5.270976
H   24.297745  -46.396629  -32.825153
H   10.371459    2.898882  -29.039520
H  -11.577622   -8.158733   22.062393
H  -39.811638   43.818459    4.251563
H    0.622785   -0.526018  -17.021278
H   31.697187  -14.427909   47.554844
H  -37.230404  -47.219818  -12.879611
H   39.433395   21.128681  -38.384106
H  -32.994263   38.432766  -14.221091
H   31.540916  -23.251591  -38.983273
H  -17.744350   -4.654791  -22.624350
H   33.945320  -34.119678  -34.286633
H   34.334641    2.720346  -13.575917
H   19.846342  -39.934570   46.564079
H  -30.714256  -24.855684   29.564783
H  -40.116997   17.285759   24.141060
H  -34.539177   28.596634   23.902863
H   24.920784  -35.926682  -31.359797
H   10.129726   25.148983   -1.051418
H  -15.878015  -34.020317   -5.998100
H  -41.226631  -16.594452   36.607967
H  -32.602036  -24.730684  -12.820963
H  -11.005612  -31.644459  -29.707396
H   24.106485    0.711669   37.904327
H   11.821084   32.045841  -33.643078
H   45.397121  -43.337006    8.844110
H   23.491022  -32.694134   27.613892
H   23.976072   -1.468151    5.580059
H  -24.515692  -27.236015  -43.076828
H    9.784134    5.173886   29.883202
H   37.525803    3.244735  -41.825684
H   31.627268    8.361042   47.618015
H   34.398972   42.786694  -45.666344
H  -24.346638  -31.275927  -48.468750
H  -11.508494   18.365898   34.722145
H   33.394066  -36.354469   23.842428
H    8.040424  -40.010460   -5.184521
H   10.377373  -27.838507   -4.090693
H  -44.207382  -20.572628   17.873205
H   20.462414   26.998270   10.559267
H   36.995029   37.603973    9.525557
H   32.050541   15.003064   38.665699
H   48.322124   30.333712   33.713783
H   -8.645649  -44.787949   11.488869
H   41.298328  -19.743649  -25.826410
H  -39.687122   28.693253  -28.756119
H    1.835547    4.257404   -8.000477
H  -23.818470    2.156878  -41.881371
H   31.056164  -12.830327  -48.167477
