 ITEM: STEP
        45
 ITEM: DT
 0.01
 ITEM: TIME
 0.45
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 21.056557 15.019012 47.876873
 38.876923 96.091499 99.419075
 26.604061 70.598976 50.178070
 18.712723 74.689972 82.324013
  9.080053 61.982029 88.546761
 27.292505 98.113525 35.665550
  8.158937 31.535984 96.589180
 43.222450 72.527542 87.380745
 95.457123 99.914154 91.023872
 30.326027 97.449570  9.843871
 94.222183 33.928875 98.013893
 19.414869 76.064209 99.925507
  9.467831 71.175980 76.667381
 82.545059 81.354622 99.702721
  6.068392  5.854754 34.458008
 68.496529 44.360355 72.278061
 66.695549 19.325432 65.448746
 80.101707 77.475868 91.214928
 50.091156 90.445335 27.179724
 99.957817 98.785591 86.297997
 90.571098 93.776176 69.029037
 97.433197 74.159187 53.980530
 45.667023 86.364822 63.313015
 65.438332 55.217747 91.046272
 48.473488 39.608822 23.185375
  9.793179  3.768242 54.540607
 79.858131 83.029175 99.679070
 98.311584 25.436340 47.523743
 82.452606 15.935468 99.414253
 90.593109 22.452375 52.813648
 45.490780 56.810619 83.931580
 81.458160  4.245306 78.123169
 94.515800 18.351917 37.445683
 36.089390 49.865879 94.786110
 39.894058 90.389656 86.279282
 98.437454  1.305568 49.637451
 50.631905 90.703110 50.807152
 55.980957 76.923714 93.367096
  1.615211 92.575699 94.881355
 61.171463  9.448981 83.078445
 13.291215  1.715308 89.711632
 87.163055  3.543443 76.969757
 73.138741 64.376472 99.629631
 56.218445 61.699165 88.707809
 44.906055 25.499290 66.966278
 40.769043 94.408531 98.598381
 92.928375 98.573753 99.866013
 14.654560 83.802765 80.565208
 36.757183 42.159027 55.137344
 17.053314 78.069992 99.907333
 45.597931 39.566639 60.294674
  4.732919 82.369095 90.661728
 45.844288 73.444267 88.745316
  7.781520 73.466690 96.459152
 76.944542 91.124184 99.003151
  4.563012 87.079651 46.853203
 77.143097 42.834305 88.077446
 90.408173 56.156864 81.842125
  8.714894  6.308417 24.232651
 29.468449 10.621687 60.340668
 19.948519 84.176331 27.639219
 60.172817 91.735168 76.139732
 10.070871 47.999264 38.644405
 71.343201 46.275215 99.310341
 83.831261 70.841766 72.801895
 91.307068 37.049774 53.141479
 71.724594 34.722466 95.770424
  9.813245  6.836158 45.737400
 32.125336 43.409954 98.135147
 53.397800 75.831314 43.191032
 54.635063 46.582745 50.817707
 39.821102  7.212551 71.389359
 31.454506 25.802887 99.666298
 49.685055 16.547434 47.911076
 57.223427 42.824455 54.633160
 46.384064 20.874210  8.784845
 86.698189 53.102821 72.909065
 98.073814 19.944370 99.537216
 23.184042 48.684731 15.569716
 70.724220 22.247086 52.609077
 14.898190 46.373711 58.873669
 17.795912  7.724610 78.537766
 89.613342 40.045910 97.551781
 32.636330 21.841824 70.018127
 28.541967 92.297913 63.481026
 88.408478 35.025135 65.515732
 23.330534 63.320473 27.358051
 24.361952 43.166649 73.715820
 33.419464 97.533554 68.628906
 77.654259 62.809174 38.058224
 23.381588 16.068277 82.180023
 42.878742 24.855312 91.859200
 41.372166 76.547951 69.061165
 48.239605  1.255094 40.976147
  5.027842  5.121926 13.211741
 75.116180 12.457977 97.113274
 66.125000 78.738396 99.653084
 66.675362 80.656189 78.664467
 54.897572 65.772591 60.328922
 14.118502 99.754051 75.211967
