 ITEM: STEP
        41
 ITEM: DT
 0.01
 ITEM: TIME
 0.41
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 22.117577 13.289616 44.435863
 36.062210 96.919838 99.419075
 30.572697 66.922798 48.028580
 21.141991 78.640045 82.248024
  9.817907 59.205280 86.554939
 31.085649 94.687073 33.995720
  9.865793 35.109241 92.703285
 41.908546 73.968277 84.993233
 95.287384 99.860199 87.466957
 31.876259 96.840012  9.159415
 94.046188 34.855862 97.992683
 19.477514 75.098663 99.925507
 13.068760 70.023300 74.211967
 81.436798 80.974480 99.492477
  7.515532  7.952224 34.245773
 69.770638 43.321049 71.624069
 65.331291 16.329849 63.390549
 83.800133 75.295601 90.941826
 46.130722 90.296928 27.163649
 96.396400 98.485329 82.419609
 89.818199 90.477379 67.820572
 99.152008 75.243721 53.556717
 43.637283 88.786972 60.114864
 66.738258 54.288685 88.625038
 50.126472 38.125134 22.359142
  6.508512  1.595394 51.672779
 81.838264 81.324455 99.905350
 96.538086 28.735489 43.944183
 81.003693 17.993099 99.874870
 90.720215 22.595091 52.419514
 43.226192 60.134426 80.315247
 78.868469  0.838199 77.045227
 95.592918 20.766911 35.835865
 36.305531 47.369801 94.737831
 43.599411 88.318459 83.944260
 96.616714  3.015026 47.273865
 52.132500 90.227646 48.389809
 57.165100 76.567879 91.994080
  4.410426 95.250687 94.060036
 62.476089 11.259089 81.695938
 10.003484  4.453687 89.239647
 84.635681  3.151014 73.043976
 76.603737 62.417332 99.078087
 54.972122 62.895668 88.700974
 43.354847 26.450981 65.413727
 44.207291 92.746086 99.706688
 89.678436 96.848747 98.645523
 14.740559 81.275726 78.947166
 33.227077 45.292679 51.227310
 16.009991 74.304947 99.271530
 47.973572 38.008533 57.615032
  2.124955 84.798843 88.247116
 46.289692 74.361992 86.154068
  6.375886 72.488144 95.053085
 74.237907 89.571602 99.967430
  1.193682 88.780060 45.271675
 74.774109 45.484467 84.562035
 92.683380 55.263935 81.006096
  8.543050  5.526639 23.542892
 32.045704 11.707861 60.262161
 20.954988 87.254852 25.596304
 58.822857 92.869690 75.438957
 12.505293 51.896587 35.260342
 74.249268 46.285515 99.506859
 83.163750 68.501892 69.328720
 92.269348 33.605042 50.342850
 71.225540 30.963825 95.355904
 10.799668  9.244769 42.334141
 30.293249 42.128872 99.907730
 55.325031 76.590378 42.693047
 50.754356 44.121243 50.306568
 43.770489  8.635654 68.181900
 35.133751 29.247719 99.666298
 48.417202 16.675158 46.155643
 60.994743 42.962975 53.097469
 48.063675 20.999287  8.287268
 90.486885 55.342278 72.208809
 96.162163 22.813847 98.205612
 26.566542 51.666298 15.562755
 71.436134 18.304543 50.584038
 15.012020 49.705101 56.767010
 17.570608 11.512555 75.880142
 91.552612 39.269329 96.384819
 35.677330 25.356075 66.497559
 28.791899 95.563934 61.023491
 86.405243 35.833881 64.292557
 23.360113 65.021561 25.241886
 26.490103 45.995827 72.302216
 31.381151 95.832108 65.424591
 79.955772 59.361877 34.865124
 24.900356 16.579111 78.232941
 44.129688 28.564930 88.198280
 44.493763 73.402260 66.755806
 50.766476  0.817541 38.679134
  4.675782  1.671212 13.050296
 73.164764 14.448135 95.931114
 64.797028 78.305748 99.306969
 67.549232 77.500183 75.643501
 57.459019 68.952034 58.837620
 17.273020 99.272575 75.072624
