 ITEM: STEP
        82
 ITEM: DT
 0.01
 ITEM: TIME
 0.82
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 11.242105 31.015959 79.706116
 64.917351 88.438919 98.823524
 10.105836 95.396378 70.060814
  3.758002 38.151897 83.026909
  2.254901 87.666824 99.004356
  7.794071 70.191788 51.111481
  7.629459  1.516653 99.503601
 55.375664 59.199837 99.914803
 97.027603 99.587372 99.194618
 15.986382 96.912018 16.175087
 95.850204 25.354303 98.209976
 18.835506 84.995636 99.737984
 23.840786 81.838264 99.379944
 92.783630 84.894524 99.700790
  7.317655 13.546838 36.421177
 56.711109 53.973942 78.327484
 79.314934 47.034611 84.487068
 45.891273 97.643341 93.741119
 86.725082 91.818100 27.328419
 66.234329 98.436981 98.902756
 97.535416 75.709946 80.207344
 65.846344 64.127251 57.900799
 64.442116 63.959938 92.895912
 53.414211 63.811661 98.915276
 33.183380 53.332939 30.828030
 40.176357 23.867098 81.068016
 61.554604 98.774048 99.887970
 85.283554  5.080785 80.634666
 97.823578 11.776722 99.769653
 89.417381 21.132257 56.459393
 66.438217 26.065422 98.890839
 94.587196 35.761032 88.094131
 84.552460  3.986780 52.336494
 34.090088 72.954659 95.232689
  5.619364 90.451828 99.126839
 84.720703 14.506914 71.500626
 36.751400 95.101151 73.167519
 56.842659 39.236706 99.376404
 24.240101 67.831947 99.985420
 49.103668  7.294518 95.866638
 43.702759 23.614704 94.077492
 89.458717  7.173466 98.494118
 29.272633  1.950356 97.895386
 67.746979 50.631516 88.771042
 59.254734 16.696152 81.327377
  8.963914 90.220985 99.446236
 77.009689 85.469940 99.828865
 13.859074 92.822128 95.532097
 69.410683 13.172701 91.305161
 26.701157 87.101311 99.682053
 23.623253 53.979115 85.081238
 28.856730 59.893726 99.716469
 41.724575 64.956291 98.945923
 20.783875 82.518593 99.674171
 98.019402 94.513870 99.517860
 35.729317 71.350868 61.482334
 99.056236 18.320309 99.502533
 69.362503 64.416451 89.575394
 10.304456 13.539853 30.612915
  5.628839  0.574588 61.066853
 10.638653 55.700005 46.536240
 72.659851 81.240845 82.621902
 12.447527 11.948985 69.946991
 44.462128 46.179962 99.901741
 90.005737 92.485603 99.719002
 82.405975 68.913551 79.028885
 76.340843 69.489853 99.604736
  0.688841 15.443496 77.217552
 49.072189 55.259964 99.113708
 35.570915 68.809975 47.797401
 90.531601 69.351608 55.545742
  3.293643  5.950604 98.945984
  2.578583  6.062031 98.808701
 61.412693 15.365990 64.148819
 22.338728 41.543152 68.838341
 30.847654 19.717255 13.387439
 51.652748 32.387852 79.386436
 82.274567  2.081324 99.870171
  8.104089 21.105232 15.634113
 64.139015 58.715557 71.340752
 13.845245 15.558329 78.360359
 19.879971 27.313890 99.134346
 71.675095 47.229282 99.593964
  4.502695 10.665608 99.173615
 26.230103 62.087212 86.213364
 93.061600 27.544231 76.830101
 23.056927 47.585339 46.932579
  4.676559 16.996712 86.791664
 52.273876 86.728065 98.268822
 56.365257 94.696663 67.594414
  9.333040 11.343304 99.071358
 31.307491  9.458627 98.265808
 12.497348 94.354408 90.385735
 24.866051 20.426966 62.223511
  8.284402 37.041035 14.705113
 93.167046  5.950520 99.773132
 78.408745 82.740387 99.826942
 58.592152 90.150757 99.433533
 31.204189 36.362606 74.123466
 15.060781 99.759262 76.500893
