 ITEM: STEP
        10
 ITEM: DT
 0.01
 ITEM: TIME
 0.10
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 30.340481  0.113210 17.768042
 14.248187 96.660538 98.823479
 61.329678 38.432526 31.370029
 39.968792 90.746887 81.659111
 15.536276 37.685478 71.118324
 60.482460 68.132065 21.054533
 23.093925 62.801987 62.587605
 31.725790 85.133972 66.490013
 93.971909 99.442047 59.900860
 43.890556 92.115936  3.854893
 92.682228 42.039913 97.828537
 19.963072 67.615685 94.112297
 40.975979 61.089993 55.182510
 87.110268 90.554932 93.002548
 18.730804 24.207552 32.600956
 79.644981 35.266422 66.555634
 54.758400  6.885924 47.439522
 87.537071 58.398491 88.825287
 15.437360 89.146774 27.039066
 68.141586 96.158295 52.362110
 83.983231 64.911697 58.454964
 72.687347 83.648857 50.272167
 27.906801 92.441368 35.329197
 76.812691 47.088455 69.860474
 62.937103 26.626551 15.955837
 18.947657 15.244177 29.447115
 82.921921 55.586273 92.467567
 82.793472 54.303890 16.202564
 69.774612 33.939751 98.808556
 91.705284 23.701136 49.364971
 25.675619 85.893829 52.288715
 58.798397 25.566875 68.691177
 96.059418 39.483109 23.359777
 37.980621 28.025192 94.363670
 72.315895 72.266678 65.847839
 82.505981 16.263321 28.956059
 63.762112 86.542801 29.655401
 66.342209 73.810158 81.353203
 26.073334 84.018158 87.694809
 72.586945 25.287409 70.981506
 15.476436 25.676132 85.581764
 65.048531  0.109684 42.619255
 96.542542 47.234020 82.924561
 45.313122 72.168564 88.647995
 31.332981 33.826584 53.381348
 70.853737 79.862137 99.445847
 64.491409 83.479950 89.186729
 15.407047 61.691181 66.407341
  5.868712 69.578506 20.924522
  7.924174 45.125927 95.391083
 66.384789 25.933245 36.847809
 18.086765 96.370605 69.533875
 49.741573 81.474358 66.071899
  4.517778 64.904411 84.156067
 53.261429 77.539093 86.070274
 24.918634 98.041771 33.014835
 56.414448 66.023209 57.317627
 89.683762 48.343735 74.526871
  7.211255  0.532142 18.197266
 52.019432 20.125710 59.653736
 28.755129 88.886604  9.763710
 48.360664 98.337769 70.007950
 31.372055 82.100914  9.033899
 96.771286 46.365337 99.901741
 77.990540 50.367870 42.411613
 99.727020  6.908418 28.653469
 67.357872  1.834376 92.143524
 18.444510 27.911566 15.958846
 16.094593 32.200485 79.357941
 70.261024 82.473122 38.833656
 20.678858 25.044601 46.345242
 74.378273 19.664705 43.324097
 63.647900 55.945114 96.045792
 38.591343 17.665016 32.551044
 90.222549 44.036499 41.195869
 61.080662 21.968628  4.431041
 80.150719 72.698120 66.781822
 81.346863 45.052288 87.885681
 52.780960 74.773445 15.508801
 76.953468 12.250139 34.889980
 15.894207 75.523376 40.440403
 15.824504 40.869152 55.283615
 93.418045 33.250828 87.340866
 59.245083 52.591526 39.213158
 30.728867 79.124397 41.977596
 70.880173 42.101665 54.813065
 23.589352 78.204933  8.841594
 42.983234 67.921974 61.346752
 15.584212 82.645897 40.591148
 97.792503 32.645332 10.118547
 36.670811 20.538073 47.643047
 53.824520 57.314415 59.826172
 68.686165 49.023079 48.889278
 70.349762 16.880466 20.877325
  1.947309 25.071823 11.799092
 58.041241 29.871857 86.769379
 54.505131 74.952728 98.786995
 74.321732 53.041088 52.231018
 77.310158 93.592720 47.280025
 41.720512 94.400497 73.992714
