 ITEM: STEP
        14
 ITEM: DT
 0.01
 ITEM: TIME
 0.14
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 29.279461  1.616187 21.209051
 17.062901 97.488876 99.985329
 57.361034 42.108688 33.519520
 37.539532 94.696960 81.735100
 14.798422 40.462227 73.110146
 56.689323 71.558517 22.724363
 21.387070 59.228729 66.473495
 33.039696 83.693237 68.877525
 94.141647 99.496002 63.457775
 42.340324 92.725494  4.539348
 92.858223 41.112942 97.849716
 19.900419 68.581230 94.862389
 37.375042 62.242687 57.637924
 86.378212 89.318726 96.711166
 17.283676 22.110094 32.813190
 78.370872 36.305729 67.209625
 56.122643  3.890340 49.497719
 91.235497 60.578773 89.098389
 19.397793 89.295181 27.055141
 71.787369 96.458557 56.240498
 84.736130 68.210495 59.663429
 76.102142 82.564323 50.695980
 29.936541 94.863518 38.527348
 75.512764 48.017517 72.281708
 61.284119 28.110239 16.782070
 15.662989 13.071329 32.314938
 82.782089 58.907349 93.519600
 84.566971 51.004742 19.782131
 71.223526 31.882118 99.769691
 91.578178 23.558420 49.759106
 27.940214 82.570038 55.905033
 61.388073 22.159771 69.769119
 97.136536 37.068115 24.969595
 37.764481 30.521271 94.411949
 68.610542 74.337875 68.182861
 84.326721 14.553864 31.319653
 62.261517 87.018265 32.072742
 65.158066 74.165993 82.726219
 23.278122 86.693146 88.516129
 71.282318 23.477304 72.364014
 12.188704 22.937752 86.053749
 67.575905  0.502114 46.545021
 99.992462 49.193157 85.509125
 46.559444 70.972061 88.654831
 32.884190 32.874893 54.933914
 67.415474 81.524582 99.445847
 67.741348 85.204956 90.407219
 15.321049 64.218216 68.025383
  9.398822 66.444839 24.834564
  8.967505 48.890957 97.033356
 64.009148 27.491343 39.527451
 15.478802 98.800354 71.948486
 49.296169 80.556633 68.663147
  3.112144 65.882957 85.562134
 55.968079 79.091675 88.129112
 21.549303 99.742180 34.596363
 58.783436 63.373058 60.833023
 91.958969 49.236664 75.362900
  7.383100  0.249636 18.887024
 49.442177 19.039536 59.732243
 27.748659 91.965126 11.806625
 49.710625 99.472290 70.708725
 28.937630 78.203575 12.417955
 93.865219 46.355038 99.901741
 78.658051 52.707745 45.884789
 98.764740 10.353144 31.452099
 67.856926  5.593012 92.558014
 17.458075 25.502943 19.362112
 17.926678 33.481567 83.272186
 68.333809 81.714058 39.331642
 24.559572 27.506104 46.856380
 70.428871 18.241602 46.531555
 59.968655 52.500290 99.476120
 39.859196 17.537292 34.306477
 86.451218 43.897980 42.731560
 59.401051 21.843552  4.928619
 83.939415 70.458649 67.482079
 83.258514 42.182812 89.217285
 49.398453 71.791878 15.515762
 76.241554  8.307600 36.915020
 15.780376 72.191986 42.547062
 16.049809 37.081203 57.941223
 95.357315 34.027409 88.507828
 56.204082 49.077274 42.733727
 30.478935 82.390419 44.435131
 72.883408 41.292919 56.036224
 23.559772 76.503853 10.957763
 40.855091 65.092781 62.760372
 17.622526 84.347343 43.795464
 95.490990 36.092628 13.311655
 35.152042 20.027239 51.590130
 52.573574 53.604805 63.487076
 65.564552 52.168785 51.194637
 67.822876 14.807832 23.174330
  2.299370 21.621109 11.960538
 59.992672 27.881699 87.951538
 55.833118 75.385376 99.133110
 73.447861 56.197109 55.251984
 74.748726 90.413277 48.771328
 38.566002 96.347244 74.132057
