 ITEM: STEP
        44
 ITEM: DT
 0.01
 ITEM: TIME
 0.44
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 21.321812 14.586663 47.016621
 38.173244 96.298584 99.985329
 27.596220 69.679932 49.640697
 19.320040 75.677490 82.305016
  9.264517 61.287842 88.048805
 28.240791 97.256912 35.248093
  8.585651 32.429298 95.617706
 42.893974 72.887726 86.783867
 95.414688 99.900665 90.134644
 30.713585 97.297180  9.672757
 94.178185 34.160622 98.008591
 19.430529 75.822823 99.886971
 10.368063 70.887810 76.053528
 82.268341 81.258942 99.106232
  6.430177  6.379122 34.404949
 68.815056 44.100529 72.114563
 66.354485 18.576536 64.934196
 81.026314 76.930801 91.146652
 49.101048 90.408234 27.175705
 99.130737 98.710526 85.328400
 90.382874 92.951477 68.726921
 98.286896 74.430321 53.874577
 45.159588 86.970360 62.513477
 65.763313 54.985481 90.440964
 48.886734 39.237900 22.978817
  8.972012  3.225030 53.823650
 80.352821 82.603638 99.887970
 97.868210 26.261127 46.628853
 82.090378 16.449875 99.769691
 90.624886 22.488054 52.715115
 44.924633 57.641571 83.027496
 80.810738  3.393529 77.853683
 94.785080 18.955666 37.043228
 36.143425 49.241859 94.774040
 40.820396 89.871857 85.695526
 97.982269  1.732933 49.046555
 51.007053 90.584244 50.202816
 56.276993 76.834755 93.023842
  2.314015 93.244446 94.676025
 61.497620  9.901508 82.732819
 12.469282  2.399903 89.593636
 86.531212  3.445336 75.988312
 74.004990 63.886684 98.983490
 55.906864 61.998291 88.706100
 44.518253 25.737213 66.578140
 41.628605 93.992920 99.445847
 92.115891 98.142502 99.560890
 14.676060 83.171005 80.160698
 35.874657 42.942440 54.159836
 16.792484 77.128731 99.496765
 46.191841 39.177113 59.624763
  4.080928 82.976532 90.058075
 45.955639 73.673698 88.097504
  7.430111 73.222054 96.107635
 76.267883 90.736038 99.517860
  3.720680 87.504753 46.457821
 76.550850 43.496845 87.198593
 90.976974 55.933632 81.633118
  8.671933  6.112973 24.060211
 30.112762 10.893230 60.321041
 20.200136 84.945961 27.128490
 59.835327 92.018799 75.964539
 10.679477 48.973595 37.798389
 72.069717 46.277790 99.901741
 83.664383 70.256798 71.933601
 91.547638 36.188591 52.441822
 71.599831 33.782806 95.666794
 10.059851  7.438311 44.886585
 31.667313 43.089684 99.113708
 53.879608 76.021080 43.066536
 53.664886 45.967369 50.689922
 40.808449  7.568327 70.587494
 32.374317 26.664095 99.476120
 49.368092 16.579365 47.472218
 58.166256 42.859085 54.249237
 46.803967 20.905479  8.660451
 87.645363 53.662685 72.734001
 97.595901 20.661739 99.204315
 24.029667 49.430122 15.567976
 70.902199 21.261450 52.102818
 14.926647 47.206558 58.347004
 17.739586  8.671597 77.873360
 90.098160 39.851765 97.260040
 33.396580 22.720387 69.137985
 28.604450 93.114418 62.866642
 87.907669 35.227322 65.209938
 23.337929 63.745747 26.829010
 24.893990 43.873943 73.362419
 32.909885 97.108192 67.827827
 78.229637 61.947350 37.259949
 23.761280 16.195986 81.193253
 43.191479 25.782717 90.943970
 42.152565 75.761528 68.484825
 48.871323  0.736935 40.401894
  4.939827  4.259248 13.171380
 74.628326 12.955517 96.817734
 65.793007 78.630234 99.133110
 66.893829 79.867188 77.909225
 55.537933 66.567451 59.956097
 14.907131 99.267365 75.177132
