 ITEM: STEP
        23
 ITEM: DT
 0.01
 ITEM: TIME
 0.23
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 26.892166  5.507330 28.951323
 23.396004 99.352638 99.419075
 48.431587 50.380054 38.355873
 32.073696 96.415375 81.906075
 13.138250 46.709911 77.591743
 48.154766 79.268036 26.481482
 17.546644 51.188900 75.216759
 35.995979 80.451584 74.249428
 94.523560 99.617401 71.460838
 38.852303 94.097000  6.079369
 93.254211 39.027256 97.897369
 19.759451 70.753708 96.550095
 29.272942 64.836243 63.162605
 84.731087 86.537262 99.492630
 14.027637 17.390814 33.290718
 75.504128 38.644169 68.681107
 59.192188  2.849724 54.128662
 99.556953 65.484398 89.712868
 28.308769 89.629097 27.091311
 79.990379 97.134148 64.966866
 86.430153 75.632790 62.382477
 83.785431 80.124123 51.649559
 34.503456 99.686646 45.723186
 72.587929 50.107906 77.729485
 57.564903 31.448538 18.641094
  8.272486  8.182422 38.767551
 82.467468 66.379768 95.886673
 88.557343 43.581657 27.836157
 74.483582 27.252445 99.874870
 91.292191 23.237310 50.645908
 33.035549 75.091507 64.041748
 67.214859 14.493784 72.194489
 99.560051 31.634380 28.591684
 37.278164 36.137447 94.520576
 60.273499 78.998070 73.436661
 88.423386 10.707584 36.637726
 58.885178 88.088058 37.511765
 62.493744 74.966621 85.815506
 16.988895 92.711868 90.364098
 68.346909 19.404570 75.474655
  4.791309 16.776396 87.115715
 73.262497  1.385081 55.377995
 92.196220 53.601215 91.324394
 49.363670 68.279930 88.670212
 36.374409 30.733589 58.427189
 59.679405 85.265083 99.706688
 75.053711 89.086220 93.153320
 15.127552 69.904053 71.665977
 17.341570 59.394112 33.632156
 11.315001 57.362274 99.271530
 58.663956 30.997063 45.556644
  9.610884 95.732712 77.381363
 48.294010 78.491753 74.493454
  0.050533 68.084686 88.725784
 62.058041 82.584984 92.761497
 13.968307 96.431900 38.154800
 64.113663 57.410194 68.742683
 97.078186 51.245754 77.243965
  7.769750  2.008636 20.438980
 43.643353 16.595644 59.908882
 25.484102 98.891800 16.403185
 52.748035 97.975037 72.285469
 23.460178 69.434563 20.032082
 87.326569 46.331863 99.506859
 80.159950 57.972462 53.699432
 96.599609 18.103775 37.749016
 68.979797 14.049944 93.490616
 15.238596 20.083542 27.019463
 22.048868 36.364002 92.079239
 63.997570 80.006165 40.452110
 33.291176 33.044483 48.006443
 61.542728 15.039619 53.748337
 51.690353 44.749435 99.666298
 42.711864 17.249914 38.256199
 77.965721 43.586311 46.186863
 55.621925 21.562130  6.048169
 92.463982 65.419838 69.057655
 87.559731 35.726490 92.213394
 41.787811 65.083351 15.531426
 74.639748  0.563114 41.471359
 15.524258 64.696358 47.287045
 16.556742 28.558319 63.920841
 99.720673 35.774715 91.133492
 49.361832 41.170208 50.655006
 29.916590 89.738968 49.964584
 77.390686 39.473240 58.788334
 23.493219 72.676422 15.719143
 36.066769 58.727127 65.940994
 22.208735 88.175598 51.005173
 90.312584 43.849045 20.496147
 31.734814 18.877863 60.471066
 49.758945 45.258183 71.724144
 58.540951 59.246624 56.381695
 62.137394 10.144402 28.342590
  3.091508 13.857002 12.323791
 64.383392 23.403843 90.611397
 58.821091 76.358833 99.306969
 71.481651 63.298157 62.049156
 68.985504 83.259529 52.126759
 31.468351 99.272575 74.445580
