 ITEM: STEP
        27
 ITEM: DT
 0.01
 ITEM: TIME
 0.27
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 25.831146  7.236727 32.392330
 26.210716 99.819023 99.419075
 44.462944 54.056217 40.505363
 29.644428 92.465302 81.982063
 12.400396 49.486660 79.583565
 44.361629 82.694489 28.151312
 15.839788 47.615643 79.102654
 37.309883 79.010849 76.636940
 94.693298 99.671356 75.017754
 37.302071 94.706558  6.763823
 93.430206 38.100285 97.918549
 19.696798 71.719254 97.300186
 25.672012 65.988922 65.618019
 83.999031 85.301056 99.492630
 12.580509 15.293356 33.502953
 74.230019 39.683475 69.335098
 60.556431  5.845309 56.186859
 96.744621 67.664665 89.985970
 32.269203 89.777504 27.107386
 83.636162 97.434410 68.845253
 87.183052 78.931587 63.590942
 87.200226 79.039589 52.073372
 36.533195 97.264496 48.921337
 71.288002 51.036968 80.150719
 55.911919 32.932224 19.467327
  4.987820  6.009574 41.635380
 82.327637 69.700844 96.938705
 90.330841 40.282509 31.415724
 75.932495 25.194813 99.414253
 91.165085 23.094595 51.040043
 35.300137 71.767715 67.658081
 69.804550 11.086676 73.272430
 99.362831 29.219387 30.201502
 37.062023 38.633526 94.568855
 56.568146 81.069267 75.771683
 90.244125  8.998127 39.001312
 57.384583 88.563522 39.929108
 61.309601 75.322456 87.188522
 14.193681 95.386856 91.185417
 67.042282 17.594465 76.857162
  1.503577 14.038015 87.587700
 75.789871  1.777511 59.303761
 88.731224 55.560352 93.908958
 50.609993 67.083427 88.677048
 37.925617 29.781898 59.979755
 56.241158 86.927528 98.598381
 78.303650 90.811226 94.373810
 15.041553 72.431091 73.284019
 20.871683 56.260460 37.542191
 12.358332 61.127304 99.907333
 56.288315 32.555164 48.236286
  7.002920 93.302963 79.795975
 47.848606 77.574028 77.084702
  1.456167 69.063232 90.131851
 64.764687 84.137566 94.820335
 10.598976 94.731491 39.736328
 66.482651 54.760033 72.258095
 99.353394 52.138683 78.079994
  7.941594  2.790415 21.128738
 41.066097 15.509470 59.987389
 24.477633 98.029678 18.446100
 54.097996 96.840515 72.986244
 21.025761 65.537224 23.416138
 84.420502 46.321564 99.310341
 80.827461 60.312336 57.172607
 95.637329 21.548500 40.547646
 69.478851 17.808580 93.905106
 14.252161 17.674919 30.422729
 23.880953 37.645084 95.993484
 62.070339 79.247101 40.950096
 37.171883 35.505985 48.517582
 57.593342 13.616516 56.955795
 48.011108 41.304611 99.666298
 43.979717 17.122190 40.011631
 74.194389 43.447792 47.722553
 53.942314 21.437054  6.545746
 96.252678 63.180374 69.757912
 89.471382 32.857014 93.544998
 38.405304 62.101784 15.538388
 73.927834  4.505653 43.496399
 15.410427 61.364967 49.393703
 16.782045 24.770370 66.578461
 98.340057 36.551296 92.300453
 46.320831 37.655956 54.175575
 29.666658 93.004990 52.422119
 79.393921 38.664494 60.011494
 23.463640 70.975342 17.835308
 33.938625 55.897949 67.354599
 24.247049 89.877045 54.209488
 88.011070 47.296341 23.689255
 30.216045 18.367029 64.418152
 48.507999 41.548573 75.385063
 55.419353 62.392330 58.687054
 59.610523  8.071766 30.639595
  3.443569 10.406288 12.485236
 66.334808 21.413685 91.793556
 60.149078 76.791481 99.653084
 70.607780 66.454163 65.070122
 66.424072 80.080086 53.618061
 28.313833 99.754051 74.584923
