 ITEM: STEP
        73
 ITEM: DT
 0.01
 ITEM: TIME
 0.73
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 13.629409 27.124807 71.963913
 58.583118 90.300278 99.390167
  1.176401 96.332222 65.224495
  1.707849 47.039528 82.855934
  3.915075 81.419174 99.501778
  0.740499 77.901306 47.354362
  3.789040  6.523181 99.524925
 52.419556 62.441822 99.488335
 96.645348 99.708199 99.916161
 19.474403 98.283524 14.635062
 95.454147 27.440006 98.162323
 18.976414 82.823029 99.699448
 15.738683 79.244736 93.855278
 90.293167 84.033470 99.702721
  4.061591  8.827532 35.943649
 59.577820 51.635502 76.856003
 76.245354 40.294533 79.856125
 54.212730 92.737740 93.126640
 77.814140 91.484184 27.292250
 74.437340 99.112572 98.188454
 95.841393 83.132240 77.488297
 73.529633 66.567451 56.947220
 59.875198 69.409775 85.700073
 56.338936 61.721180 99.268791
 36.902596 49.994640 28.969006
 32.785854 18.978182 74.615402
 66.006813 94.944214 99.903130
 89.273926  2.342300 72.580658
 93.298653  1.567897 99.969460
 89.703369 21.453367 55.572590
 61.342892 33.543972 98.396912
 99.585999 28.095047 85.668762
 86.975975  1.446959 48.714405
 34.576405 67.338448 95.124062
 13.956537 95.111961 99.121918
 88.817368 10.660635 66.182556
 40.127739 94.031357 67.728531
 47.691952 79.414558 99.767822
 17.951115 73.850739 99.809258
 52.039078  3.221775 92.755997
 36.305355 17.453348 93.015526
 95.145325  6.290449 98.561554
 48.883839 78.090431 99.629631
 64.942719 53.323647 88.755661
 55.764515 18.837456 77.834137
 16.699467 93.960388 99.706421
 84.322052 89.351204 99.866013
 14.052570 98.507965 91.891502
 61.467922 20.223434 82.507584
 24.355198 95.573830 99.907280
 28.968445 50.473377 79.052078
 22.988760 65.360756 99.679893
 42.726665 67.020897 99.110573
 17.621037 80.316780 99.974297
 95.890953 98.007713 99.967430
 28.148331 75.176788 57.923897
 93.726013 24.283173 99.618614
 74.481720 62.407368 87.694328
  9.917806 11.780856 29.060959
 11.427662  3.018477 60.890213
 12.903218 62.626678 41.939663
 69.622475 83.793518 81.045158
  6.970078 20.717976 62.332851
 51.000801 46.203117 99.506859
 88.503838 87.220886 97.114120
 84.571106 61.162903 72.731934
 75.217972 61.032921 98.672066
  2.908290 10.024120 69.560219
 44.949982 52.377529 99.907730
 39.907185 70.517868 46.676933
 81.800011 63.813259 54.395679
 12.175756  2.749311 93.841385
  5.699749  1.688935 98.618530
 58.560024 15.653368 60.199100
 30.824207 41.854820 65.383003
 34.626785 19.998676 12.267889
 60.177315 37.426628 77.810860
 87.840919  2.958011 99.702393
  0.493461 27.813759 15.618449
 65.740822 49.844852 66.784378
 14.101373 23.053974 73.620308
 19.373037 18.791006 97.141129
 76.038452 45.481976 99.530815
 11.348959  2.757797 94.662262
 26.792448 69.435760 80.683876
 97.568878 29.363911 74.077957
 23.123480 51.412804 42.171207
  9.464895 23.362379 83.611053
 47.687668 90.556320 91.059113
 61.543663 86.940247 60.409924
 12.750243 12.492577 99.941879
 34.122120  1.111994 98.988503
 19.520954 98.567787 85.198677
 30.551510 15.763543 57.055233
  7.492264 29.276926 14.341861
 88.776093  1.473124 99.931335
 75.420807 81.766930 99.653084
 60.558327 97.251770 99.811226
 36.967442 43.516388 70.768036
  7.963116 99.754051 76.187370
