 ITEM: STEP
        50
 ITEM: DT
 0.01
 ITEM: TIME
 0.50
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 19.730282 17.180759 52.178135
 42.395626 95.057083 99.985603
 21.643267 75.194199 52.864933
 15.676138 69.752380 82.418999
  8.157736 65.452957 91.036537
 22.551075 97.603409 37.752838
  6.025370 27.069412 98.553452
 44.864803 70.726585 90.365120
 95.669296 99.981598 95.470016
 28.388237 98.211517 10.699441
 94.442177 32.770142 98.040405
 19.336573 77.271141 99.886971
  4.966667 72.616829 79.736649
 83.928650 81.833000 99.106232
  4.259467  3.232918 34.723301
 66.903893 45.659489 73.095551
 68.400871 23.069910 68.021492
 75.478676 80.201202 91.556305
 55.041698 90.630844 27.199818
 95.400589 99.160919 91.145981
 91.512222 97.899673 70.539619
 93.164703 72.803520 54.510296
 48.204197 83.337135 67.310707
 63.813427 56.379074 94.072815
 46.407257 41.463432 24.218166
 13.899014  6.484302 58.125393
 77.384682 85.156860 99.887970
 99.471542 21.312405 51.998192
 84.263748 13.363432 99.769691
 90.434227 22.273981 53.306316
 48.321514 52.655861 88.451996
 84.695274  8.504189 79.470596
 93.169403 15.333176 39.457954
 35.819214 52.985977 94.846458
 35.262367 92.978653 89.198059
 99.286621  0.831254 52.591934
 48.756161 91.297440 53.828831
 54.500778 77.368507 95.083366
  1.878807 89.231964 95.908005
 59.540680  7.186346 84.806580
 17.400881  1.707665 90.301613
 90.322273  4.033980 81.876984
 68.807495 66.825394 98.983490
 57.776348 60.203537 88.716354
 46.845066 24.309677 68.906967
 36.470917 96.485611 99.445885
 96.990799 99.269989 99.560890
 14.547062 86.961563 82.587761
 41.169815 38.241962 60.024887
 18.357454 82.776299 99.496765
 42.628380 41.514271 63.644226
  7.992873 79.331909 93.679993
 45.287552 72.297157 91.984398
  9.538565 74.689873 98.216736
 80.327835 93.064911 99.517860
  8.774676 84.954140 48.830112
 80.104332 39.521603 92.471710
 87.564163 57.273026 82.887161
  8.929700  7.285640 25.094849
 26.246880  9.263969 60.438801
 18.690432 80.328178 30.192863
 61.860268 90.317017 77.015701
  7.027844 43.127609 42.874485
 67.710617 46.262341 99.901741
 84.665649 73.766609 77.143364
 90.104218 41.355690 56.639767
 72.348412 39.420761 96.288574
  8.580215  3.825394 49.991474
 34.415451 45.011307 99.113708
 50.988762 74.882484 43.813515
 59.485947 49.659622 51.456631
 34.884369  5.433672 75.398682
 26.855450 21.496847 99.476120
 51.269871 16.387779 50.105366
 52.509281 42.651306 56.552773
 44.284550 20.717865  9.406817
 81.962318 50.303501 73.784386
 99.536621 16.357525 99.870117
 18.955917 44.957771 15.578419
 69.834328 27.175264 55.140377
 14.755901 42.209473 61.506992
 18.077541  2.989679 81.859795
 87.189255 41.016636 99.010483
 28.835079 17.449009 74.418839
 28.229553 88.215385 66.552963
 90.912521 34.014202 67.044701
 23.293560 61.194103 30.003258
 21.701763 39.630177 75.482826
 35.967358 99.660362 72.634300
 74.777367 67.118294 42.049599
 21.483128 15.429735 87.113876
 41.315060 20.218290 96.435349
 37.470169 80.480064 71.942863
 45.081017  3.845888 43.847412
  5.467917  9.435319 13.413548
 77.555450  9.970280 98.590973
 67.784966 79.279205 99.133110
 65.583023 84.601196 82.440674
 51.695763 61.798275 62.193050
 10.175354 99.267365 75.386147
