 ITEM: STEP
        55
 ITEM: DT
 0.01
 ITEM: TIME
 0.55
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 18.404007 19.342510 56.479397
 45.914646 94.022995 99.390167
 16.682472 79.789421 55.551796
 12.639553 64.814789 82.513985
  7.235418 68.923874 93.526314
 17.809645 93.320343 39.840126
  3.891803 22.602840 99.524925
 46.507126 68.925560 93.349403
 95.881470 99.950958 99.916161
 26.450447 98.973465 11.555011
 94.662170 31.611412 98.066917
 19.258276 78.478073 99.699448
  0.465503 74.057678 82.805916
 85.312241 82.311363 99.702721
  2.450541  0.611081 34.988594
 65.311256 46.958622 73.913040
 70.106194 26.814388 70.594238
 70.855644 82.926537 91.897682
 59.992241 90.816353 27.219912
 90.843361 99.536247 95.993965
 92.453346 97.976830 72.050201
 88.896210 71.447853 55.040062
 50.741371 80.309448 71.308395
 62.188538 57.540401 97.099358
 44.341026 43.318043 25.250957
 18.004848  9.200361 61.710178
 74.911232 87.284546 99.903130
 97.254669 17.188469 56.472641
 86.074890 10.791396 99.874870
 90.275345 22.095587 53.798985
 51.152248 48.501102 92.972412
 87.932388 12.763074 80.818024
 91.823006 12.314434 41.470226
 35.549038 56.106075 94.906807
 30.630676 95.567650 92.116837
 97.010696  2.968076 55.546417
 46.880417 91.891769 56.850510
 53.020599 77.813301 96.799637
  5.372826 85.888229 96.934654
 57.909897  4.923711 86.534714
 21.510550  5.130639 90.891594
 93.481491  4.524517 86.784210
 64.476250 69.274315 99.629631
 59.334251 58.707909 88.724899
 48.784077 23.120064 70.847656
 32.172478 98.562370 99.706573
 98.946777 97.113731 99.866013
 14.439564 90.120361 84.610313
 45.582447 34.324898 64.912430
 19.661594 87.482605 99.907333
 39.658829 43.461903 66.993759
 11.252828 76.294739 96.698257
 44.730846 71.150108 95.223564
 11.295609 75.913055 99.974319
 83.711128 95.005638 99.967430
 12.986341 82.828629 50.807022
 83.065567 36.208900 96.865974
 84.720154 58.389187 83.932198
  9.144506  8.262862 25.957047
 23.025311  7.906252 60.536934
 17.432344 76.480026 32.746510
 63.547718 88.898865 77.891670
  3.984818 38.255955 47.104565
 64.078033 46.249466 99.506859
 85.500038 76.691452 81.484833
 88.901367 45.661606 60.138054
 72.972229 44.119057 96.806725
  7.347188  0.814630 54.245548
 36.705566 46.612659 99.907730
 48.579723 73.933655 44.435997
 64.336830 52.736500 52.095554
 29.947636  3.654793 79.408005
 22.256393 17.190807 98.618538
 52.854687 16.228125 52.299656
 47.795135 42.478157 58.472385
 42.185036 20.561520 10.028790
 77.226448 47.504181 74.659706
 97.147057 12.770679 99.796982
 14.727793 41.230812 15.587121
 68.944435 32.103443 57.671677
 14.613613 38.045235 64.140320
 18.359171  1.745252 85.181824
 84.765167 41.987362 99.530815
 25.033829 13.056198 78.819550
 27.917139 84.132858 69.624901
 93.416565 33.003269 68.573669
 23.256586 59.067734 32.648464
 19.041574 36.093704 77.249832
 38.515251 98.212830 76.639694
 71.900475 71.427414 46.040974
 19.584667 14.791193 92.047729
 39.751377 15.581269 98.988503
 33.568172 84.412178 74.824562
 41.922428  6.436683 46.718678
  5.907993 13.748712 13.615355
 79.994720  7.482581 99.931328
 69.444931 79.820015 99.653084
 64.490685 88.546204 86.216881
 48.493954 57.823952 64.057175
  6.232208 99.754051 75.560326
