 ITEM: STEP
        30
 ITEM: DT
 0.01
 ITEM: TIME
 0.30
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 25.035381  8.533774 34.973087
 28.321751 99.197769 99.985329
 41.486462 56.813339 42.117481
 27.822477 89.502747 82.039055
 11.847006 51.569221 81.077431
 41.516777 85.264328 29.403685
 14.559647 44.935699 82.017075
 38.295311 77.930298 78.427574
 94.820602 99.711823 77.685440
 36.139397 95.163727  7.277164
 93.562202 37.405056 97.934433
 19.649809 72.443413 97.862755
 22.971315 66.853432 67.459579
 83.449989 84.373901 99.580215
 11.495163 13.720262 33.662128
 73.274437 40.462955 69.825592
 61.579613  8.091997 57.730507
 93.970802 69.299866 90.190796
 35.239529 89.888809 27.119442
 86.370499 97.659607 71.754044
 87.747726 81.405685 64.497292
 89.761322 78.226189 52.391232
 38.055500 95.447884 51.319950
 70.313057 51.733765 81.966644
 54.672180 34.044991 20.087002
  2.524320  4.379938 43.786251
 82.222763 72.191650 97.727730
 91.660965 37.808147 34.100395
 77.019180 23.651588 99.519432
 91.069756 22.987558 51.335644
 36.998577 69.274872 70.370331
 71.746819  8.531344 74.080887
 98.554993 27.408142 31.408865
 36.899918 40.505585 94.605064
 53.789131 82.622665 77.522949
 91.609680  7.716034 40.774002
 56.259136 88.920120 41.742115
 60.421494 75.589333 88.218285
 12.097269 97.393097 91.801407
 66.063812 16.236887 77.894043
  0.962222 11.984230 87.941689
 77.685402  2.071833 62.248085
 86.132477 57.029705 95.847382
 51.544735 66.186050 88.682175
 39.089024 29.068130 61.144180
 53.662472 88.174362 98.859222
 80.741104 92.104980 95.289177
 14.977055 74.326370 74.497551
 23.519268 53.910221 40.474716
 13.140830 63.951077 99.682098
 54.506584 33.723743 50.246017
  5.046947 91.480652 81.606934
 47.514553 76.885735 79.028137
  2.510393 69.797142 91.186401
 66.794662 85.302002 96.364464
  8.071978 93.456184 40.922474
 68.259392 52.772411 74.894653
 98.940201 52.808380 78.707016
  8.070477  3.376749 21.646057
 39.133156 14.694839 60.046268
 23.722780 95.720787 19.978287
 55.110466 95.989624 73.511826
 19.199947 62.614227 25.954180
 82.240952 46.313839 98.915459
 81.328094 62.067242 59.777489
 94.915619 24.132044 42.646618
 69.853142 20.627558 94.215973
 13.512336 15.868453 32.975178
 25.255016 38.605896 98.929169
 60.624916 78.677803 41.323586
 40.082413 37.352112 48.900936
 54.631302 12.549189 59.361389
 45.251675 38.720993 99.476120
 44.930607 17.026398 41.328205
 71.365891 43.343903 48.874321
 52.682606 21.343246  6.918930
 99.094200 61.500782 70.283104
 90.905121 30.704906 94.543701
 35.868423 59.865608 15.543610
 73.393898  7.462557 45.015179
 15.325054 58.866425 50.973698
 16.951023 21.929409 68.571678
 96.885605 37.133732 93.175674
 44.040081 35.020267 56.816002
 29.479210 95.454506 54.265270
 80.896347 38.057934 60.928864
 23.441456 69.699532 19.422432
 32.342518 53.776066 68.414803
 25.775785 91.153130 56.612724
 86.284935 49.881813 26.084085
 29.076969 17.983904 67.378464
 47.569790 38.766365 78.130753
 53.078156 64.751610 60.416073
 57.715370  6.517289 32.362350
  3.707615  7.818253 12.606320
 67.798370 19.921070 92.680176
 61.145069 77.115967 99.826942
 69.952377 68.821167 67.335846
 64.502998 77.695503 54.736538
 25.947945 99.759262 74.689430
