 ITEM: STEP
        24
 ITEM: DT
 0.01
 ITEM: TIME
 0.24
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 26.626911  5.939679 29.811575
 24.099682 99.559723 99.985329
 47.439426 51.299095 38.893246
 31.466379 95.427856 81.925072
 12.953787 47.404099 78.089699
 47.206482 80.124649 26.898939
 17.119930 50.295586 76.188232
 36.324455 80.091400 74.846306
 94.565994 99.630890 72.350067
 38.464745 94.249390  6.250483
 93.298210 38.795513 97.902664
 19.743788 70.995094 96.737617
 28.372709 65.124413 63.776459
 84.548073 86.228210 99.580215
 13.665855 16.866449 33.343777
 75.185600 38.903996 68.844604
 59.533249  3.598620 54.643211
 99.518440 66.029465 89.781143
 29.298878 89.666199 27.095329
 80.901825 97.209213 65.936462
 86.618378 76.457489 62.684593
 84.639130 79.852989 51.755512
 35.010891 99.081108 46.522724
 72.262947 50.340172 78.334793
 57.151657 31.819460 18.847652
  7.451319  7.639210 39.484509
 82.432510 67.210037 96.149681
 89.000717 42.756870 28.731049
 74.845810 26.738037 99.519432
 91.260414 23.201632 50.744442
 33.601696 74.260559 64.945831
 67.862282 13.642007 72.463974
 99.829330 31.030632 28.994139
 37.224129 36.761467 94.532646
 59.347160 79.515869 74.020416
 88.878571 10.280220 37.228622
 58.510029 88.206924 38.116100
 62.197708 75.055580 86.158760
 16.290092 93.380615 90.569427
 68.020752 18.952044 75.820282
  3.969376 16.091801 87.233711
 73.894341  1.483189 56.359436
 91.329971 54.091000 91.970535
 49.675251 67.980804 88.671921
 36.762211 30.495667 58.815331
 58.819843 85.680695 98.859222
 75.866196 89.517471 93.458443
 15.106052 70.535812 72.070488
 18.224098 58.610699 34.609665
 11.575833 58.303532 99.682098
 58.070045 31.386587 46.226555
  8.958893 95.125275 77.985016
 48.182659 78.262321 75.141266
  0.401941 68.329323 89.077301
 62.734703 82.973129 93.276207
 13.125975 96.006798 38.550182
 64.705910 56.747654 69.621536
 97.646988 51.468987 77.452972
  7.812711  2.204081 20.611420
 42.999039 16.324100 59.928509
 25.232485 99.661430 16.913914
 53.085526 97.691406 72.460663
 22.851574 68.460228 20.878096
 86.600052 46.329288 98.915459
 80.326828 58.557430 54.567726
 96.359039 18.964956 38.448673
 69.104561 14.989603 93.594238
 14.991987 19.481386 27.870279
 22.506889 36.684273 93.057800
 63.515762 79.816399 40.576607
 34.261353 33.659859 48.134228
 60.555382 14.683844 54.550201
 50.770542 43.888229 99.476120
 43.028828 17.217983 38.695057
 77.022888 43.551682 46.570786
 55.202023 21.530861  6.172563
 93.411156 64.859970 69.232719
 88.037643 35.009121 92.546295
 40.942184 64.337959 15.533167
 74.461769  1.548748 41.977619
 15.495800 63.863510 47.813709
 16.613068 27.611332 64.585243
 99.794510 35.968861 91.425232
 48.601582 40.291645 51.535149
 29.854107 90.555473 50.578968
 77.891495 39.271053 59.094124
 23.485825 72.251152 16.248184
 35.534733 58.019833 66.294395
 22.718313 88.600960 51.806252
 89.737206 44.710869 21.294424
 31.355122 18.750154 61.457836
 49.446209 44.330780 72.639374
 57.760551 60.033051 56.958035
 61.505676  9.626243 28.916842
  3.179523 12.994324 12.364152
 64.871246 22.906303 90.906937
 59.153088 76.466995 99.826942
 71.263184 64.087158 62.804398
 68.345146 82.464668 52.499584
 30.679722 99.759262 74.480415
