 ITEM: STEP
        54
 ITEM: DT
 0.01
 ITEM: TIME
 0.54
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 18.669262 18.910160 55.619144
 45.210842 94.229813 99.985603
 17.674631 78.870377 55.014423
 13.246870 65.802307 82.494987
  7.419882 68.229691 93.028358
 18.757931 94.176956 39.422668
  4.318516 23.496155 99.503601
 46.178661 69.285767 92.752548
 95.839035 99.964447 99.026932
 26.838005 98.821075 11.383897
 94.618172 31.843157 98.061615
 19.273935 78.236687 99.886971
  1.365736 73.769508 82.192062
 85.035522 82.215691 99.700790
  2.812326  1.135448 34.935535
 65.629784 46.698795 73.749542
 69.765129 26.065493 70.079689
 71.780251 82.381470 91.829407
 59.002132 90.779251 27.215893
 91.754807 99.461182 95.024368
 92.265121 98.801529 71.748085
 89.749908 71.718987 54.934109
 50.233936 80.914986 70.508858
 62.513515 57.308136 96.494049
 44.754272 42.947121 25.044399
 17.183681  8.657149 60.993221
 75.405922 86.859009 99.694229
 97.698044 18.013256 55.577751
 85.712662 11.305803 99.519432
 90.307121 22.131266 53.700451
 50.586102 49.332054 92.068329
 87.284966 11.911297 80.548538
 92.092285 12.918182 41.067772
 35.603073 55.482056 94.894737
 31.557014 95.049850 91.533081
 97.465881  2.540712 54.955521
 47.255566 91.772903 56.246174
 53.316635 77.724342 96.456383
  4.674022 86.556976 96.729324
 58.236053  5.376238 86.189087
 20.688616  4.446044 90.773598
 92.849648  4.426410 85.802765
 65.342499 68.784531 99.724228
 59.022671 59.007034 88.723190
 48.396275 23.357986 70.459518
 33.032166 98.147018 98.859032
 99.759262 97.544983 99.828865
 14.461063 89.488602 84.205803
 44.699921 35.108311 63.934921
 19.400766 86.541344 99.682098
 40.252739 43.072376 66.323853
 10.600837 76.902168 96.094604
 44.842190 71.379517 94.575729
 10.944201 75.668419 99.622803
 83.034470 94.617493 99.452721
 12.144008 83.253731 50.411640
 82.473320 36.871441 95.987122
 85.288956 58.165955 83.723190
  9.101544  8.067418 25.784607
 23.669624  8.177795 60.517307
 17.683962 77.249657 32.235779
 63.210228 89.182495 77.716476
  4.593423 39.230286 46.258549
 64.804550 46.252041 98.915459
 85.333160 76.106483 80.616539
 89.141937 44.800423 59.438396
 72.847466 43.179398 96.703094
  7.593793  1.416782 53.394733
 36.247543 46.292389 98.929169
 49.061531 74.123421 44.311501
 63.366653 52.121124 51.967770
 30.934982  4.010569 78.606140
 23.176205 18.052015 99.476120
 52.537724 16.260056 51.860798
 48.737965 42.512787 58.088463
 42.604939 20.592789  9.904395
 78.173622 48.064045 74.484642
 97.624969 13.488049 99.464081
 15.573418 41.976204 15.585381
 69.122414 31.117807 57.165417
 14.642071 38.878082 63.613651
 18.302845  0.798266 84.517418
 85.249985 41.793217 99.822556
 25.794079 13.934760 77.939407
 27.979622 84.949364 69.010513
 92.915756 33.205456 68.267876
 23.263981 59.493008 32.119423
 19.573612 36.800999 76.896431
 38.005672 98.638191 75.838615
 72.475853 70.565590 45.242699
 19.964359 14.918901 91.060959
 40.064114 16.508673 99.903732
 34.348572 83.625755 74.248222
 42.554146  5.918524 46.144424
  5.819978 12.886033 13.574994
 79.506866  7.980121 99.773132
 69.112938 79.711853 99.826942
 64.709152 87.757202 85.461639
 49.134315 58.618816 63.684353
  7.020837 99.759262 75.525490
