 ITEM: STEP
        72
 ITEM: DT
 0.01
 ITEM: TIME
 0.72
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 13.894665 26.692457 71.103668
 57.879314 90.507095 99.985603
  0.184241 95.413177 64.687126
  2.315165 48.027042 82.836937
  4.099539 80.724991 99.999733
  1.688785 78.757919 46.936905
  3.362326  7.416496 99.503601
 52.091087 62.802032 99.914810
 96.602882 99.721664 99.026932
 19.861961 98.435913 14.463948
 95.410149 27.671751 98.157028
 18.992071 82.581642 99.886971
 14.838450 78.956566 93.241425
 90.016449 83.937798 99.700790
  3.699805  8.303164 35.890591
 59.896343 51.375675 76.692505
 75.904289 39.545635 79.341576
 55.137337 92.192673 93.058365
 76.824036 91.447083 27.288231
 75.348785 99.187637 99.158051
 95.653168 83.956940 77.186180
 74.383331 66.838585 56.841267
 59.367764 70.015312 84.900536
 56.663914 61.488914 99.874100
 37.315842 49.623718 28.762447
 31.964687 18.434969 73.898445
 66.501503 94.518677 99.694229
 89.717300  3.167088 71.685768
 92.795883  0.433580 99.708565
 89.735146 21.489046 55.474056
 60.776745 34.374924 99.300995
 98.938576 27.243271 85.399277
 87.245255  2.050708 48.311951
 34.630440 66.714424 95.111992
 14.882886 95.629761 99.705666
 89.272552 10.233271 65.591660
 40.502888 93.912491 67.124199
 47.987991 79.325600 99.424568
 17.252338 74.519493 99.985420
 52.365234  2.769248 92.410370
 35.483421 16.768753 92.897530
 95.777168  6.192342 99.542999
 49.750080 77.600647 99.724228
 64.631134 53.622772 88.753952
 55.376713 19.075378 77.445999
 17.558977 94.375877 98.859077
 85.134537 89.782455 99.828865
 14.074070 99.139725 91.486992
 60.585396 21.006849 81.530075
 24.094536 96.515221 99.682053
 29.562355 50.083851 78.382172
 22.336763 65.968201 99.716469
 42.838009 67.250298 99.758408
 17.269608 80.072121 99.622765
 95.214317 98.395882 99.452721
 27.305998 75.601891 57.528515
 93.133766 24.945713 98.739761
 75.050522 62.184135 87.485321
  9.874845 11.585412 28.888519
 12.071976  3.290020 60.870586
 13.154837 63.396309 41.428932
 69.284988 84.077148 80.869965
  6.361473 21.692308 61.486835
 51.727314 46.205692 98.915459
 88.336960 86.635918 96.245827
 84.811676 60.301720 72.032272
 75.093208 60.093262 98.568436
  3.154896  9.421968 68.709404
 44.491959 52.057259 98.929169
 40.388992 70.707634 46.552437
 80.829834 63.197884 54.267895
 13.162901  2.393439 93.039642
  6.619563  2.550154 99.476120
 58.243061 15.685299 59.760242
 31.767038 41.889450 64.999077
 35.046688 20.029945 12.143495
 61.124489 37.986492 77.635796
 88.459373  3.055458 99.274948
  0.352164 28.559151 15.616709
 65.918800 48.859219 66.278114
 14.129831 23.886824 73.093636
 19.316711 17.844019 96.476723
 76.523270 45.287830 99.822556
 12.109413  1.879325 93.782005
 26.854931 70.252266 80.069489
 98.069687 29.566097 73.772163
 23.130875 51.838078 41.642166
  9.996933 24.069675 83.257652
 47.178089 90.981682 90.258034
 62.119041 86.078423 59.611649
 13.129932 12.620274 99.071358
 34.434856  0.184591 99.903732
 20.301355 97.781364 84.622337
 31.183228 15.245384 56.480980
  7.404249 28.414248 14.301499
 88.288239  0.975596 99.773125
 75.088814 81.658768 99.826942
 60.776791 98.040771 99.055984
 37.607803 44.311253 70.395210
  7.174487 99.759262 76.152534
