 ITEM: STEP
        94
 ITEM: DT
 0.01
 ITEM: TIME
 0.94
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
  8.059048 36.204163 90.029053
 73.362999 85.957108 98.823524
 22.011747 84.367844 76.509239
 11.045793 26.301712 83.254875
  0.040191 95.997765 99.004265
 19.173504 59.912411 56.120972
 12.750021 12.236434 99.503601
 59.317055 54.877083 99.914803
 97.537277 99.426331 99.194618
 11.335686 95.083344 18.228455
 96.378204 22.573351 98.273422
 18.647594 87.892548 99.737984
 82.514496  3.452423 33.000526
 96.104248 86.042595 99.700790
 11.659075 19.839252 37.057880
 52.888828 57.091862 80.289459
 83.407707 56.021381 90.661659
 34.795998 95.815857 94.560425
 98.606339 92.263321 27.376644
 55.297825 97.536034 98.902786
 99.794113 65.813553 83.832741
 55.601959 60.873650 59.172237
 70.531380 56.693489 99.292213
 49.514660 66.599075 98.915276
 28.224426 57.784004 33.306728
 50.030361 30.385653 89.671501
 55.617496 96.119667 99.887894
 79.963058 14.978230 91.373344
 96.141930 25.387018 99.769592
 89.036064 20.704111 57.641796
 73.231979 16.094025 98.890839
 86.818123 45.982346 91.327957
 81.321106 11.231763 57.165947
 33.441666 80.442940 95.377525
  5.496344 84.238525 99.126251
 79.258484 19.635286 78.591385
 32.249615 96.527542 80.419502
 73.544807 42.944134 99.376404
 32.625416 59.806866 99.985420
 45.189789 12.724842 99.985840
 53.565964 31.829845 95.493446
 81.876503  8.350891 98.494118
  1.376795 12.602669 98.958771
 71.485992 47.042007 88.791550
 63.908360 13.841070 85.985031
  1.350675 85.234154 99.445488
 67.259872 80.294922 99.828865
 13.601071 85.241013 99.613777
 80.001045  3.771723 99.125229
 18.041702 35.446655  4.216520
 16.496330 58.653431 93.120117
 36.680691 52.604343 99.716469
 40.388454 62.203453 98.945923
 25.000954 85.454231 99.674171
 89.899864 89.855392 99.517860
 45.837288 66.249641 66.226898
 93.835487 10.371299 99.502602
 62.536869 67.095192 92.083481
 10.819989 15.885182 32.682190
  2.102923  2.683931 61.302372
  7.619232 46.464439 52.665009
 76.709686 77.837280 84.724228
 19.750786  0.257003 80.099182
 35.743835 46.149109 99.901741
 92.008270 99.505226 99.719002
 79.519135 79.247749 87.424820
 77.838005 80.765762 99.980743
  2.270424 22.669319 87.427330
 54.568466 59.103210 99.113708
 29.789223 66.532784 49.291367
 97.826279 76.736069 57.079159
 11.287315 10.644197 98.946152
 16.349365 15.972714 98.808861
 65.216255 14.982819 69.415115
 11.024761 41.127594 73.445457
 25.808798 19.342026 14.880172
 40.286659 25.669460 81.487206
 74.852753  0.912414 99.870171
 18.251589 12.160524 15.654999
 62.003273 70.543167 77.415916
 13.503742  5.564136 84.680428
 20.555882 38.677734 99.134346
 65.857285 49.559025 99.593964
  4.625892 21.209846 99.173615
 25.480309 52.289146 93.586014
 87.051895 25.117992 80.499626
 22.968189 42.482052 53.281075
  1.707889  8.509155 91.032478
 46.528759 89.206863 95.315384
 49.460716 94.961449 77.173759
  4.781954  9.809189 99.071579
 27.554653 20.587473 98.265808
  3.132542 84.917336 97.301811
 17.285439 26.644861 69.114517
  9.340589 47.393177 15.189450
 99.021660 11.920313 99.773132
 82.392746 84.038330 99.826942
 67.830643 73.099602 83.606346
 23.519871 26.824244 78.597374
 24.524336 99.759262 76.918922
