 ITEM: STEP
        70
 ITEM: DT
 0.01
 ITEM: TIME
 0.70
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 14.425177 25.827759 69.383179
 56.471706 90.920731 98.823524
  1.800078 93.575089 63.612385
  3.529799 50.002071 82.798943
  4.468466 79.336624 99.004356
  3.585356 80.471146 46.101990
  2.508899  9.203125 99.503601
 51.434151 63.522453 99.914810
 96.517990 99.748627 99.194611
 20.637077 98.740692 14.121720
 95.322151 28.135241 98.146439
 19.023386 82.098869 99.737984
 13.037986 78.380226 92.013718
 89.463013 83.746452 99.700790
  2.976235  7.254430 35.784473
 60.533390 50.856022 76.365509
 75.222160 38.047840 78.312477
 56.986549 91.102539 92.921814
 74.843826 91.372879 27.280193
 77.171677 99.337769 98.902756
 95.276718 85.606339 76.581947
 76.090729 67.380852 56.629360
 58.352894 71.226387 83.301460
 57.313869 61.024384 98.915283
 38.142334 48.881874 28.349331
 30.322353 17.348543 72.464531
 67.490883 93.667603 99.887970
 90.604050  4.816662 69.895988
 91.790344  1.835055 99.769646
 89.798698 21.560404 55.276989
 59.644451 36.036827 98.890839
 97.643730 25.539719 84.860306
 87.783813  3.258205 47.507042
 34.738510 65.466377 95.087852
 16.735580 96.665359 99.126839
 90.182922  9.378542 64.409866
 41.253185 93.674759 65.915535
 48.580063 79.147682 99.888924
 15.854787 75.857002 99.985420
 53.017548  1.864194 91.719116
 33.839554 15.399563 92.661537
 97.040855  5.996127 98.494110
 51.482571 76.621078 99.724228
 64.007965 54.221024 88.750534
 54.601109 19.551224 76.669724
 19.278000 95.206856 99.446236
 86.759506 90.644958 99.828865
 14.117069 99.596756 90.677971
 58.820343 22.573679 79.575058
 23.573212 98.398003 99.682053
 30.750175 49.304798 77.042358
 21.032770 67.183090 99.716469
 43.060696 67.709099 98.945923
 16.566750 79.582802 99.674171
 93.861008 99.172180 99.517860
 25.621332 76.452095 56.737751
 91.949272 26.270794 99.502533
 76.188126 61.737671 87.067307
  9.788922 11.194524 28.543640
 13.360603  3.833107 60.831333
 13.658073 64.935570 40.407471
 68.610016 84.644409 80.519577
  5.144262 23.640974 59.794804
 53.180340 46.210842 99.901741
 88.003204 85.465981 94.509239
 85.292816 58.579353 70.632950
 74.843681 58.213943 98.361176
  3.648107  8.217662 67.007774
 43.575912 51.416718 99.113708
 41.352608 71.087166 46.303444
 78.889481 61.967133 54.012325
 15.137483  1.681846 91.435959
  8.459192  4.272592 98.808701
 57.609135 15.749161 58.882526
 33.652699 41.958710 64.231224
 35.886494 20.092484 11.894706
 63.018837 39.106220 77.285667
 89.696281  3.250376 99.870163
  2.043415 30.049934 15.613228
 66.274757 46.887951 65.265587
 14.186749 25.552521 72.040291
 19.204060 15.950046 95.147911
 77.492905 44.899540 99.593964
 13.630027  0.122230 92.021690
 26.979897 71.885277 78.840714
 99.071304 29.970470 73.160576
 23.145664 52.688625 40.584084
 11.061008 25.484268 82.550850
 46.158932 91.832405 88.655876
 63.269798 84.354774 58.015099
 13.889311 12.875668 99.071358
 35.060329  1.670217 98.265808
 21.862158 96.208519 83.469658
 32.446663 14.209066 55.332474
  7.228219 26.688890 14.220777
 87.312531  0.019483 99.773132
 74.424828 81.442444 99.826942
 61.213718 99.618774 97.545502
 38.888527 45.900982 69.649559
  5.597229 99.759262 76.082863
