 ITEM: STEP
        40
 ITEM: DT
 0.01
 ITEM: TIME
 0.40
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 22.382832 12.857266 43.575611
 35.358532 97.126923 98.823479
 31.564856 66.003754 47.491207
 21.749308 79.627563 82.229027
 10.002371 58.511093 86.056984
 32.033936 93.830460 33.578262
 10.292507 36.002556 91.731812
 41.580070 74.328461 84.396355
 95.244949 99.846710 86.577728
 32.263817 96.687622  8.988301
 94.002190 35.087608 97.987381
 19.493177 74.857277 99.737984
 13.968992 69.735130 73.598114
 81.619850 81.283401 98.565468
  7.877316  8.476591 34.192715
 70.089165 43.061222 71.460571
 64.990227 15.580954 62.875999
 84.724739 74.750534 90.873550
 45.140614 90.259827 27.159630
 95.484955 98.410263 81.450012
 89.629974 89.652679 67.518456
 98.298309 75.514854 53.450764
 43.129848 89.392509 59.315327
 67.063240 54.056419 88.019730
 50.539719 37.754211 22.152584
  5.687345  1.052182 50.955822
 81.873184 80.494316 99.642197
 96.094711 29.560276 43.049294
 80.641464 18.507507 99.769691
 90.751991 22.630770 52.320980
 42.660046 60.965378 79.411163
 78.221046  0.013578 76.775742
 95.862198 21.370659 35.433411
 36.359566 46.745781 94.725761
 44.525749 87.800659 83.360504
 96.161530  3.442390 46.682968
 52.507648 90.108780 47.785473
 57.461136 76.478920 91.650826
  5.109230 95.919434 93.854706
 62.802246 11.711617 81.350311
  9.181551  5.138281 89.121651
 84.003838  3.052907 72.062531
 77.469986 61.927547 99.724228
 54.660542 63.194794 88.699265
 42.967045 26.688904 65.025589
 45.066853 92.330475 99.445847
 88.865952 96.417496 98.340401
 14.762058 80.643967 78.542656
 32.344551 46.076092 50.249802
 15.749158 73.363686 99.682098
 48.567482 37.619007 56.945122
  1.472964 85.406281 87.643463
 46.401043 74.591423 85.506256
  6.024477 72.243507 94.701569
 73.561249 89.183456 99.517860
  0.351349 89.205162 44.876293
 74.181862 46.147007 83.683182
 93.252182 55.040703 80.797089
  8.500089  5.331194 23.370453
 32.690018 11.979404 60.242535
 21.206606 88.024483 25.085575
 58.485367 93.153320 75.263763
 13.113898 52.870918 34.414326
 74.975784 46.288090 99.901741
 82.996872 67.916924 68.460426
 92.509918 32.743858 49.643192
 71.100777 30.024164 95.252274
 11.046274  9.846922 41.483326
 29.835228 41.808601 99.113708
 55.806839 76.780144 42.568550
 49.784180 43.505867 50.178783
 44.757835  8.991430 67.380035
 36.053562 30.108927 98.808716
 48.100239 16.707088 45.716785
 61.937572 42.997604 52.713547
 48.483578 21.030556  8.162873
 91.434059 55.902142 72.033745
 95.684250 23.531216 97.872711
 27.412167 52.411690 15.561014
 71.614113 17.318907 50.077778
 15.040478 50.537949 56.240345
 17.514282 12.459541 75.215736
 92.037430 39.075184 96.093079
 36.437580 26.234638 65.617416
 28.854382 96.380440 60.409107
 85.904434 36.036068 63.986763
 23.367508 65.446831 24.712845
 27.022141 46.703121 71.948814
 30.871572 95.406746 64.623512
 80.531151 58.500053 34.066849
 25.280048 16.706820 77.246170
 44.442425 29.492334 87.283051
 45.274162 72.615837 66.179466
 51.398193  1.335700 38.104881
  4.587767  0.808533 13.009934
 72.676910 14.945675 95.635574
 64.465034 78.197586 99.826942
 67.767700 76.711182 74.888260
 58.099380 69.746895 58.464794
 18.061649 99.759262 75.037788
