 ITEM: STEP
        26
 ITEM: DT
 0.01
 ITEM: TIME
 0.26
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 26.096401  6.804378 31.532080
 25.507038 99.973892 99.985329
 45.455105 53.137177 39.967991
 30.251745 93.452820 81.963066
 12.584860 48.792473 79.085609
 45.309914 81.837875 27.733854
 16.266502 48.508957 78.131180
 36.981407 79.371033 76.040062
 94.650864 99.657867 74.128525
 37.689629 94.554169  6.592710
 93.386208 38.332027 97.913254
 19.712461 71.477867 97.112663
 26.572245 65.700752 65.004166
 84.182045 85.610107 99.580215
 12.942291 15.817720 33.449894
 74.548546 39.423649 69.171600
 60.215370  5.096413 55.672310
 97.669228 67.119598 89.917694
 31.279095 89.740402 27.103367
 82.724716 97.359344 67.875656
 86.994827 78.106888 63.288826
 86.346527 79.310722 51.967419
 36.025761 97.870033 48.121799
 71.612984 50.804703 79.545410
 56.325165 32.561302 19.260769
  5.808986  6.552786 40.918423
 82.362595 68.870575 96.675697
 89.887466 41.107296 30.520832
 75.570267 25.709221 99.769691
 91.196861 23.130274 50.941509
 34.733990 72.598663 66.753998
 69.157127 11.938453 73.002945
 99.632111 29.823135 29.799047
 37.116058 38.009506 94.556786
 57.494484 80.551468 75.187927
 89.788940  9.425491 38.410416
 57.759731 88.444656 39.324772
 61.605637 75.233498 86.845268
 14.892485 94.718109 90.980087
 67.368439 18.046991 76.511536
  2.325510 14.722610 87.469704
 75.158028  1.679404 58.322319
 89.597473 55.070568 93.262817
 50.298412 67.382553 88.675339
 37.537815 30.019821 59.591614
 57.100719 86.511917 99.445847
 77.491165 90.379974 94.068687
 15.063053 71.799332 72.879509
 19.989155 57.043873 36.564682
 12.097499 60.186047 99.496765
 56.882225 32.165638 47.566376
  7.654911 93.910400 79.192322
 47.959957 77.803459 76.436890
  1.104758 68.818596 89.780334
 64.088028 83.749420 94.305626
 11.441309 95.156593 39.340946
 65.890404 55.422573 71.379242
 98.784592 51.915451 77.870987
  7.898633  2.594970 20.956299
 41.710411 15.781013 59.967762
 24.729250 98.799309 17.935371
 53.760506 97.124146 72.811050
 21.634365 66.511559 22.570124
 85.147018 46.324139 99.901741
 80.660583 59.727367 56.304314
 95.877899 20.687319 39.847988
 69.354088 16.868921 93.801483
 14.498770 18.277075 29.571913
 23.422932 37.324814 95.014923
 62.552147 79.436867 40.825600
 36.201706 34.890610 48.389797
 58.580688 13.972292 56.153931
 48.930920 42.165817 99.476120
 43.662754 17.154121 39.572773
 75.137222 43.482422 47.338631
 54.362217 21.468323  6.421352
 95.305504 63.740238 69.582848
 88.993469 33.574383 93.212097
 39.250931 62.847176 15.536648
 74.105812  3.520018 42.990139
 15.438885 62.197815 48.867039
 16.725719 25.717358 65.914055
 98.824875 36.357151 92.008713
 47.081081 38.534519 53.295433
 29.729141 92.188484 51.807735
 78.893112 38.866680 59.705704
 23.471035 71.400612 17.306267
 34.470661 56.605244 67.001198
 23.737471 89.451683 53.408409
 88.586449 46.434517 22.890978
 30.595737 18.494738 63.431377
 48.820736 42.475975 74.469833
 56.199753 61.605904 58.110714
 60.242241  8.589925 30.065344
  3.355554 11.268967 12.444875
 65.846954 21.911224 91.498016
 59.817081 76.683319 99.133110
 70.826248 65.665161 64.314880
 67.064430 80.874947 53.245235
 29.102463 99.267365 74.550087
