 ITEM: STEP
        58
 ITEM: DT
 0.01
 ITEM: TIME
 0.58
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 17.608242 20.639561 59.060154
 48.026058 93.402542 98.823524
 13.705993 82.546555 57.163914
 10.817602 61.852245 82.570976
  6.682028 71.006424 95.020180
 14.964787 90.750504 41.092499
  2.611662 19.922897 99.503601
 47.492531 67.844940 95.139969
 96.008774 99.910492 99.194611
 25.287773 99.430634 12.068353
 94.794167 30.916178 98.082825
 19.211298 79.202232 99.737984
  2.235195 74.922188 84.647476
 86.142395 82.598381 99.700790
  1.365186  0.962022 35.147770
 64.355675 47.738102 74.403534
 71.129387 29.061075 72.137886
 68.081825 84.561737 92.102509
 62.962566 90.927658 27.231968
 88.109024 99.761444 98.902756
 93.018021 95.502731 72.956551
 86.335114 70.634453 55.357922
 52.263676 78.492836 73.707008
 61.213604 58.237198 98.915283
 43.101288 44.430809 25.870632
 20.468349 10.829997 63.861050
 73.427162 88.561157 99.887970
 95.924545 14.714108 59.157310
 87.161575  9.248175 99.769691
 90.180016 21.988550 54.094585
 52.850689 46.008247 95.684662
 89.874657 15.318405 81.626480
 91.015167 10.503189 42.677589
 35.386932 57.978134 94.943016
 27.851662 97.121048 93.868103
 95.645142  4.250169 57.319107
 45.754971 92.248367 58.663517
 52.132492 78.080177 97.829399
  7.469237 83.881989 97.550644
 56.931427  3.566130 87.571594
 23.976351  7.184422 91.245583
 95.377022  4.818839 89.728546
 61.877514 70.743668 99.724228
 60.268993 57.810532 88.730026
 49.947483 22.406296 72.012070
 29.593414 99.808426 99.445885
 96.509323 95.819977 99.828865
 14.375065 92.015640 85.823845
 48.230026 31.974657 67.844955
 20.444078 90.306389 99.682098
 37.877098 44.630482 69.003479
 13.208807 74.472427 98.509193
 44.396816 70.461906 97.167068
 12.349830 76.646973 99.674179
 85.741104 96.170074 99.517860
 15.513339 81.553322 51.993168
 84.842308 34.221279 99.502533
 83.013748 59.058884 84.559219
  9.273389  8.849195 26.474365
 21.092369  7.091623 60.595814
 16.677492 74.171135 34.278702
 64.560181 88.047974 78.417252
  2.159001 35.332962 49.642612
 61.898495 46.241741 99.901741
 86.000671 78.446358 84.089714
 88.179657 48.245155 62.237026
 73.346519 46.938034 97.117615
  6.607371  0.991828 56.797993
 38.079636 47.573471 99.113708
 47.134300 73.364357 44.809486
 67.247360 54.582626 52.478909
 26.985596  2.587464 81.813599
 19.496960 14.607183 98.808716
 53.805576 16.132332 53.616230
 44.966648 42.374268 59.624153
 40.925327 20.467712 10.401973
 74.384926 45.824589 75.184898
 95.713318 10.618572 99.870117
 12.190918 38.994637 15.592342
 68.410500 35.060345 59.190456
 14.528240 35.546692 65.720314
 18.528149  4.586211 87.175041
 83.310715 42.569798 99.593964
 22.753078 10.420512 81.459976
 27.729691 81.683342 71.468063
 94.918991 32.396709 69.491051
 23.234402 57.791912 34.235588
 17.445461 33.971821 78.310036
 40.043987 96.936745 79.042931
 70.174339 74.012886 48.435799
 18.445591 14.408068 95.008041
 38.813168 12.799059 98.265808
 31.226973 86.771446 76.553581
 40.027275  7.991159 48.441437
  6.172038 16.336748 13.736440
 81.458282  5.989961 99.773132
 70.440910 80.144501 99.826942
 63.835285 90.913208 88.482605
 46.572868 55.439358 65.175652
  3.866321 99.759262 75.664833
