 ITEM: STEP
        64
 ITEM: DT
 0.01
 ITEM: TIME
 0.64
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 16.016712 23.233662 64.221664
 52.248882 92.161636 98.823524
  7.753034 88.060822 60.388149
  7.173700 55.927158 82.684959
  5.575247 75.171524 98.007912
  9.275070 85.610825 43.597244
  0.051382 14.563011 99.503601
 49.463341 65.683701 98.721100
 96.263382 99.829559 99.194611
 22.962425 99.655029 13.095037
 95.058159 29.525709 98.114639
 19.117342 80.650551 99.737984
  7.636591 76.651207 88.330597
 87.802704 83.172417 99.700790
  0.805524  4.108226 35.466122
 62.444530 49.297062 75.384521
 73.175774 33.554455 75.225182
 62.534187 87.832138 92.512161
 68.903198 91.150269 27.256081
 82.640350 99.788162 98.902756
 94.147369 90.554535 74.769249
 81.212921 69.007652 55.993641
 55.308285 74.859612 78.504234
 59.263737 59.630791 98.915283
 40.621811 46.656342 27.109982
 25.395351 14.089269 68.162788
 70.459023 91.114380 99.887970
 93.264297  9.765385 64.526649
 89.334938  6.161732 99.769691
 89.989357 21.774477 54.685787
 56.247570 41.022537 98.890839
 93.759193 20.429062 83.243393
 89.399490  6.880698 45.092316
 35.062721 61.722252 95.015434
 22.293633 99.772156 97.370636
 92.914032  6.814355 60.864487
 43.504078 92.961563 62.289532
 50.356277 78.613930 99.888924
 11.662061 79.869507 98.782623
 54.974487  0.850968 89.645355
 28.907953 11.291992 91.953560
 99.168083  5.407483 95.617218
 56.680042 73.682373 99.724228
 62.138477 56.015778 88.740280
 52.274296 20.978760 74.340897
 24.435289 97.699463 99.445885
 91.634415 93.232468 99.828865
 14.246067 95.806198 88.250908
 53.525185 27.274168 73.710007
 22.009047 95.953957 99.682098
 34.313637 46.967640 73.022919
 17.120790 70.827759 99.716469
 43.728756 69.085503 98.945923
 14.458243 78.114883 99.674179
 89.801056 98.498947 99.517860
 20.567335 79.002708 54.365459
 88.395790 30.246037 99.502533
 79.600937 60.398277 85.813263
  9.531156 10.021859 27.509003
 17.226486  5.462365 60.713573
 15.167784 69.553352 37.343086
 66.585098 86.346191 79.468414
  1.492630 29.486971 54.718708
 57.539417 46.226292 99.901741
 87.001938 81.956169 89.299477
 86.736237 53.412254 66.434982
 74.095100 52.575989 97.739395
  5.127739  4.604745 61.902882
 40.827774 49.495094 99.113708
 44.243454 72.225761 45.556465
 73.068420 58.274879 53.245617
 21.061516  0.452808 86.624786
 13.978083  9.439905 98.808701
 55.707355 15.940746 56.249378
 39.309673 42.166489 61.927689
 38.405910 20.280098 11.148339
 68.701881 42.465405 76.235283
 92.845840  6.314358 99.870117
  7.117167 34.522285 15.602785
 67.342628 40.974148 62.228016
 14.357494 30.549606 68.880302
 18.866104 10.268128 91.161476
 80.401810 43.734669 99.593964
 18.191578  5.149140 86.740829
 27.354794 76.784309 75.154388
 97.923843 31.183590 71.325813
 23.190033 55.240269 37.409836
 14.253235 29.728046 80.430443
 43.101460 94.384575 83.849403
 66.722069 79.183830 53.225449
 16.167446 13.641850 99.071358
 36.936749  7.234638 98.265808
 26.544565 91.489983 80.011620
 36.236969 11.100113 51.886955
  6.700129 21.512819 13.978608
 84.385406  3.004722 99.773132
 72.432869 80.793472 99.826942
 62.524502 95.647217 93.014053
 42.730698 50.670170 67.412605
  0.865454 99.759262 75.873848
