 ITEM: STEP
        49
 ITEM: DT
 0.01
 ITEM: TIME
 0.49
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 19.995537 16.748409 51.317883
 41.691822 95.263901 99.390167
 22.635426 74.275154 52.327560
 16.283455 70.739899 82.400002
  8.342199 64.758774 90.538582
 23.499361 98.460022 37.335381
  6.452084 27.962727 99.524925
 44.536339 71.086784 89.768250
 95.626862 99.968109 94.580788
 28.775795 98.059128 10.528327
 94.398178 33.001888 98.035103
 19.352232 77.029755 99.699448
  5.866900 72.328659 79.122795
 83.651932 81.737328 99.702721
  4.621252  3.757285 34.670242
 67.222420 45.399662 72.932053
 68.059807 22.321014 67.506943
 76.403282 79.656136 91.488029
 54.051590 90.593742 27.195799
 96.312035 99.085854 90.176384
 91.323997 97.074974 70.237503
 94.018402 73.074654 54.404343
 47.696762 83.942673 66.511169
 64.138405 56.146809 93.467506
 46.820503 41.092510 24.011608
 13.077847  5.941090 57.408436
 77.879372 84.731323 99.903130
 99.914917 22.137192 51.103302
 83.901520 13.877839 99.874870
 90.466003 22.309660 53.207783
 47.755367 53.486813 87.547913
 84.047852  7.652412 79.201111
 93.438683 15.936924 39.055500
 35.873249 52.361958 94.834389
 36.188705 92.460854 88.614304
 99.741806  0.403889 52.001038
 49.131310 91.178574 53.224495
 54.796814 77.279549 94.740112
  1.180003 89.900711 95.702675
 59.866837  7.638873 84.460953
 16.578947  1.023071 90.183617
 89.690430  3.935873 80.895538
 69.673744 66.335609 99.629631
 57.464767 60.502663 88.714645
 46.457264 24.547600 68.518829
 37.330605 96.070259 99.706573
 96.178314 99.701241 99.866013
 14.568562 86.329803 82.183250
 40.287289 39.025375 59.047379
 18.096626 81.835037 99.907333
 43.222290 41.124744 62.974316
  7.340882 79.939346 93.076340
 45.398895 72.526573 91.336571
  9.187156 74.445236 97.865219
 79.651176 92.676765 99.967430
  7.932343 85.379242 48.434731
 79.512085 40.184143 91.592857
 88.132965 57.049793 82.678154
  8.886739  7.090196 24.922409
 26.891193  9.535513 60.419174
 18.942049 81.097809 29.682135
 61.522778 90.600647 76.840508
  7.636450 44.101940 42.028469
 68.437134 46.264915 99.506859
 84.498772 73.181641 76.275070
 90.344788 40.494507 55.940109
 72.223648 38.481102 96.184944
  8.826821  4.427547 49.140659
 33.957428 44.691036 99.907730
 51.470570 75.072250 43.689018
 58.515770 49.044247 51.328846
 35.871716  5.789448 74.596817
 27.775261 22.358055 98.618538
 50.952908 16.419710 49.666508
 53.452110 42.685936 56.168850
 44.704453 20.749134  9.282423
 82.909492 50.863365 73.609322
 99.985466 17.074894 99.796982
 19.801542 45.703163 15.576678
 70.012306 26.189629 54.634117
 14.784359 43.042320 60.980328
 18.021215  3.936666 81.195389
 87.674072 40.822491 98.718742
 29.595329 18.327572 73.538696
 28.292036 89.031891 65.938576
 90.411713 34.216389 66.738907
 23.300955 61.619377 29.474216
 22.233801 40.337471 75.129425
 35.457779 99.235001 71.833221
 75.352745 66.256470 41.251324
 21.862820 15.557444 86.127106
 41.627796 21.145695 95.520119
 38.250568 79.693642 71.366524
 45.712734  3.327729 43.273159
  5.379902  8.572640 13.373187
 77.067596 10.467819 98.295433
 67.452972 79.171043 99.653084
 65.801491 83.812195 81.685432
 52.336124 62.593140 61.820225
 10.963984 99.754051 75.351311
