 ITEM: STEP
        78
 ITEM: DT
 0.01
 ITEM: TIME
 0.78
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 12.303129 29.286558 76.265137
 62.102139 89.266190 99.985603
  6.137197 99.072556 67.911339
  1.328735 42.101955 82.950920
  2.992756 84.890091 99.999733
  4.000929 73.618240 49.441650
  5.922607  2.056608 99.503601
 54.061867 60.640755 99.914803
 96.857712 99.641052 99.026924
 17.536613 97.521576 15.490632
 95.674179 26.281282 98.188797
 18.898134 84.030006 99.886971
 20.239845 80.685585 96.924545
 91.676758 84.511833 99.700790
  5.870515 11.449368 36.208942
 57.985203 52.934635 77.673492
 77.950676 44.039021 82.428871
 49.589699 95.463074 93.468018
 82.764664 91.669693 27.312344
 69.880112 98.737244 99.158051
 96.782516 79.008743 78.998878
 69.261139 65.211784 57.476986
 62.412373 66.382088 89.697762
 54.714062 62.882523 99.874107
 34.836365 51.849251 30.001797
 36.891689 21.694246 78.200188
 63.533363 97.071899 99.694229
 87.057053  1.781636 77.055107
 95.812500  7.239471 99.708557
 89.544487 21.274973 56.065258
 64.173630 29.389221 99.300995
 97.176888 32.353928 87.016190
 85.629578  1.571785 50.726677
 34.306229 70.458565 95.184410
  9.324781 92.522995 99.705666
 86.541443 12.797457 69.137039
 38.251995 94.625687 70.750191
 51.275276 28.665775 99.376404
 21.444996 70.506966 99.985420
 50.408295  5.484410 94.484131
 40.415024 20.876324 93.605507
 91.986107  6.780999 99.543007
 39.489109 68.267082 97.540924
 66.500641 51.828018 88.764206
 57.703526 17.647842 79.774826
 12.401931 91.882942 98.859077
 80.259628 87.194946 99.828865
 13.945072 95.349167 93.914055
 65.880562 16.306360 87.395126
 25.658508 90.866875 99.682053
 25.998894 52.421009 82.401611
 26.248743 62.323521 99.716469
 42.169949 65.873894 99.758408
 19.378172 81.540039 99.622765
 99.274086 96.066696 99.452721
 32.359993 73.051277 59.900806
 96.687248 20.970470 98.739761
 71.637711 63.523529 88.739365
 10.132611 12.758077 29.923157
  8.206093  1.660761 60.988346
 11.645126 58.778526 44.493317
 71.309906 82.375366 81.921127
 10.013105 15.846313 66.562927
 47.368225 46.190247 98.915459
 89.338226 90.145729 98.544411
 83.368256 65.468819 76.230240
 75.841789 65.731216 99.190216
  1.675263 13.034884 73.814293
 47.240097 53.978882 98.929169
 37.498146 69.569038 47.299416
 86.650894 66.890121 55.034603
  7.241167  4.527966 97.848572
  1.100675  2.617158 99.476120
 60.144840 15.493713 62.393391
 26.110052 41.681671 67.302635
 32.527271 19.842331 12.889861
 55.441444 34.627308 78.686180
 84.748505  2.470961 99.274956
  4.721588 24.086800 15.627151
 64.850929 54.773022 69.315697
 13.959080 18.889727 76.253670
 19.654667 23.525942 99.536842
 73.614365 46.452702 99.822556
  7.545557  7.150865 99.065094
 26.480034 65.353233 83.755814
 95.064835 28.352978 75.606926
 23.086506 49.286434 44.816414
  6.804708 19.825897 85.378059
 50.235561 88.429512 95.064507
 58.666771 91.249367 64.401299
 10.851797 11.854092 99.071358
 32.558437  5.749013 99.903732
 15.618949 97.500099 88.080376
 27.392921 18.354334 59.926498
  7.932340 33.590321 14.543668
 91.215508  3.960577 99.773132
 77.080772 82.307739 99.826942
 59.466007 93.306763 99.055984
 33.765633 39.542065 72.632164
 11.906263 99.759262 76.361549
