 ITEM: STEP
        83
 ITEM: DT
 0.01
 ITEM: TIME
 0.83
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 10.976850 31.448309 80.566360
 65.621155 88.232101 99.418961
 11.097996 94.477333 70.598183
  4.365319 37.164383 83.045906
  2.070438 88.361008 99.502312
  8.742357 69.335175 51.528938
  8.056172  2.409968 98.532127
 55.704113 58.839607 99.317955
 97.070076 99.573952 99.916153
 15.598824 96.759628 16.346201
 95.894211 25.122559 98.215271
 18.819847 85.237045 99.925507
 24.741026 82.126434 99.993790
 93.060349 84.990196 99.104301
  7.679440 14.071205 36.474236
 56.392586 54.233768 78.490982
 79.655998 47.783508 85.001617
 44.966667 98.188408 93.809395
 87.715187 91.855202 27.332438
 65.322884 98.361916 99.872353
 97.723640 74.885246 80.509460
 64.992645 63.856117 58.006752
 64.949554 63.354401 93.695450
 53.089249 64.043945 99.520584
 32.770134 53.703861 31.034588
 40.997524 24.410311 81.784973
 61.059914 99.199585 99.903130
 84.840179  5.905572 81.529556
 98.326347 12.911035 99.969452
 89.385605 21.096579 56.557926
 67.004364 25.234472 99.794922
 93.939774 36.612808 88.363617
 84.283180  4.590528 52.738949
 34.036053 73.578682 95.244759
  4.693009 89.934036 99.710587
 84.265518 14.934278 72.091522
 36.376251 95.220016 73.771851
 58.234505 56.212326 98.454239
 24.938877 67.163193 99.780098
 48.777512  7.747045 96.212265
 44.524693 24.299299 94.195488
 88.826866  7.271585 99.475555
 26.718513 19.504715 97.984001
 68.058563 50.332390 88.772751
 59.642536 16.458229 81.715515
  8.104411 89.805496 99.706421
 76.197205 85.038689 99.523743
 13.837574 92.190369 95.936607
 70.293213 12.389286 92.282669
 26.961819 86.159920 99.271385
 23.029343 54.368641 85.751144
 29.508726 59.286278 99.112831
 41.613232 64.726891 99.593758
 21.135298 82.763229 99.974297
 97.342773 94.125664 99.967430
 36.571648 70.925766 61.877716
 99.648483 17.657768 99.618614
 68.793701 64.639679 89.784401
 10.347417 13.735297 30.785355
  4.984526  0.303044 61.086479
 10.387034 54.930374 47.046970
 72.997337 80.957214 82.797096
 13.056132 10.974653 70.793007
 43.735603 46.177391 99.506859
 90.172615 93.070572 99.412704
 82.165405 69.774734 79.728546
 76.465607 70.429512 99.708366
  0.442236 16.045649 78.068367
 49.530212 55.580235 99.907730
 35.089108 68.620209 47.921898
 91.501778 69.966980 55.673527
  2.078612  6.341816 99.703545
  3.726547  6.887696 99.710091
 61.729656 15.334059 64.587677
 21.395897 41.508522 69.222267
 30.427750 19.685986 13.511833
 50.705574 31.827986 79.561501
 81.656082  1.983915 99.702393
  8.949714 20.359840 15.635854
 63.961037 59.701191 71.847015
 13.816787 14.725479 78.887032
 19.936296 28.260878 99.798752
 71.190277 47.423428 99.885704
  3.741980 11.544294 99.945740
 26.167620 61.270706 86.827751
 92.560791 27.342045 77.135895
 23.049532 47.160065 47.461620
  4.144522 16.289415 87.145065
 52.783455 86.302704 99.069901
 55.789879 95.558487 68.392693
  8.953351 11.215607 98.084595
 30.994755 10.386030 99.181038
 11.716948 93.567986 90.962074
 24.234333 20.945124 62.797764
  8.372417 37.903713 14.745475
 93.654930  6.448003 99.477600
 78.740738 82.848549 99.306969
 58.373688 89.361755 99.811226
 30.563829 35.567741 74.496292
 15.849411 99.272575 76.535728
