 ITEM: STEP
        86
 ITEM: DT
 0.01
 ITEM: TIME
 0.86
 ITEM: N ATOMS
       100
 ITEM: BOX CONDITION
 REFLECTIVE
 ITEM: BOX BOUNDS (CUBE)
0.000 100.000
 ITEM: X Y Z
 10.181082 32.745361 83.147095
 67.732567 87.611649 99.985603
 14.074475 91.720200 72.210289
  6.187269 34.201839 83.102898
  1.516900 90.443626 99.999763
 11.587215 66.765335 52.781311
  9.336311  5.089914 98.553452
 56.689461 57.758919 98.891502
 97.197495 99.533691 99.194618
 14.436150 96.302460 16.859543
 96.026230 24.427324 98.231155
 18.772869 85.961273 99.886971
 27.441740 82.990936 99.392365
 93.890503 85.277214 99.106232
  8.764795 15.644307 36.633411
 55.437016 55.013248 78.981476
 80.679192 50.030201 86.545265
 42.192848 99.823608 94.014221
 90.685501 91.966507 27.344494
 62.588547 98.136719 99.158051
 98.288315 72.411148 81.415810
 62.431549 63.042717 58.324612
 66.471870 61.537788 96.094063
 52.114361 64.740799 99.874107
 31.530396 54.816628 31.654263
 43.461025 26.039949 83.935844
 59.575844 99.523804 99.887970
 83.510056  8.379933 84.214226
 99.834686 16.313749 99.769577
 89.290276 20.989542 56.853527
 68.702805 22.741623 99.300995
 91.997505 39.168137 89.172073
 83.475342  6.401775 53.946312
 33.873947 75.450752 95.280968
  1.914086 88.380592 99.705627
 82.899963 16.216372 73.864212
 35.250805 95.576614 75.584846
 62.410042 92.860825 98.779266
 27.035206 65.156929 99.603935
 47.799042  9.104626 97.249146
 46.990494 26.353085 94.549477
 86.931313  7.565941 99.543007
 19.056156 72.167793 98.249847
 68.993317 49.435013 88.777878
 60.805943 15.744459 82.879929
  5.525904 88.559029 99.446236
 73.759750 83.744934 99.560890
 13.773075 90.295090 97.150139
 72.940804 10.039042 95.215195
 27.743811 83.335754 99.496613
 21.247612 55.537220 87.760864
 31.464716 57.463932 99.076256
 41.279202 64.038689 99.758408
 22.189568 83.497139 99.674171
 95.312889 92.961044 99.517860
 39.098640 69.650459 63.063862
 98.574745 15.670368 99.502602
 67.087296 65.309364 90.411423
 10.476300 14.321630 31.302673
  3.051586  0.511585 61.145359
  9.632179 52.621483 48.579163
 74.009796 80.106323 83.322678
 14.881948  8.051658 73.331055
 41.556030 46.169678 99.901741
 90.673248 94.825478 99.719002
 81.443695 72.358284 81.827530
 76.839897 73.248489 99.980743
  0.297581 17.852104 80.620811
 50.904282 56.541046 99.113708
 33.643684 68.050911 48.295387
 94.412308 71.813095 56.056881
  1.566616  7.515408 99.538895
  7.170574  9.364736 99.388519
 62.680546 15.238266 65.904251
 18.567404 41.404633 70.374046
 29.168036 19.592178 13.885016
 47.864052 30.148388 80.086693
 79.800629  1.691688 99.870171
 11.486588 18.123665 15.641075
 63.427101 62.658092 73.365807
 13.731411 12.226931 80.467049
 20.105274 31.101839 99.536842
 69.735825 48.005863 99.822556
  1.459833 14.180355 99.173615
 25.980171 58.821190 88.670914
 91.058365 26.735485 78.053276
 23.027348 45.884243 49.048744
  2.548410 14.167526 88.205269
 54.312191 85.026619 98.526863
 54.063744 98.143959 70.787529
  7.814284 10.832516 98.955116
 30.056545 13.168241 99.903732
  9.375747 91.208717 92.691093
 22.339180 22.499598 64.520523
  8.636464 40.491749 14.866559
 95.118584  7.940453 99.635803
 79.736740 83.173035 99.133110
 57.718296 86.994751 99.433533
 28.642750 33.183147 75.614769
 18.215300 99.267365 76.640236
